sentence,classification,prev2,prev1,next1,next2
Your appointment will come up for a formal vote next week.,i,"I'm very grateful for your willingness to both serve the city in your formal capacity as well as your work on the commission, And so I really just thank you for being here.",I thank you for answering all of members questions And I thank you for your willingness to serve.,"We were not allowed to say how we'll vote now, but I believe it'll be more than favorable.","Should be all right, You should be all right, Good way of saying it."
"We were not allowed to say how we'll vote now, but I believe it'll be more than favorable.",i,I thank you for answering all of members questions And I thank you for your willingness to serve.,Your appointment will come up for a formal vote next week.,"Should be all right, You should be all right, Good way of saying it.","With that, we've exhausted the business of this interview and therefore this meeting is adjourned."
"Should be all right, You should be all right, Good way of saying it.",i,Your appointment will come up for a formal vote next week.,"We were not allowed to say how we'll vote now, but I believe it'll be more than favorable.","With that, we've exhausted the business of this interview and therefore this meeting is adjourned.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025."
"With that, we've exhausted the business of this interview and therefore this meeting is adjourned.",b,"We were not allowed to say how we'll vote now, but I believe it'll be more than favorable.","Should be all right, You should be all right, Good way of saying it.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025.","thank you, May I have a Shot?"
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025.",p,"Should be all right, You should be all right, Good way of saying it.","With that, we've exhausted the business of this interview and therefore this meeting is adjourned.","thank you, May I have a Shot?",mr Coghill here.
"thank you, May I have a Shot?",p,"With that, we've exhausted the business of this interview and therefore this meeting is adjourned.","Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025.",mr Coghill here.,miss gross here.
mr Coghill here.,b,"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025.","thank you, May I have a Shot?",miss gross here.,"mr LaValle, mr Mosley, mrs Kells Smith."
miss gross here.,i,"thank you, May I have a Shot?",mr Coghill here.,"mr LaValle, mr Mosley, mrs Kells Smith.",miss Warwick here.
"mr LaValle, mr Mosley, mrs Kells Smith.",i,mr Coghill here.,miss gross here.,miss Warwick here.,"mr Wilson, miss Strasburger, chair here."
miss Warwick here.,i,miss gross here.,"mr LaValle, mr Mosley, mrs Kells Smith.","mr Wilson, miss Strasburger, chair here.","five members present, thank you, and we do need to waive the rules of council."
"mr Wilson, miss Strasburger, chair here.",b,"mr LaValle, mr Mosley, mrs Kells Smith.",miss Warwick here.,"five members present, thank you, and we do need to waive the rules of council.",waive rule three to.
"five members present, thank you, and we do need to waive the rules of council.",b,miss Warwick here.,"mr Wilson, miss Strasburger, chair here.",waive rule three to.,regarding start time.
waive rule three to.,i,"mr Wilson, miss Strasburger, chair here.","five members present, thank you, and we do need to waive the rules of council.",regarding start time.,can I get a motion to waive the rules?
regarding start time.,b,"five members present, thank you, and we do need to waive the rules of council.",waive rule three to.,can I get a motion to waive the rules?,so move all those in favor.
can I get a motion to waive the rules?,b,waive rule three to.,regarding start time.,so move all those in favor.,"aye, rules been waived."
so move all those in favor.,i,regarding start time.,can I get a motion to waive the rules?,"aye, rules been waived.",our next order of business is public comment.
"aye, rules been waived.",i,can I get a motion to waive the rules?,so move all those in favor.,our next order of business is public comment.,"I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted."
our next order of business is public comment.,p,so move all those in favor.,"aye, rules been waived.","I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted.",please state your name and neighborhood for the record.
"I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted.",p,"aye, rules been waived.",our next order of business is public comment.,please state your name and neighborhood for the record.,you will have three minutes to speak.
please state your name and neighborhood for the record.,p,our next order of business is public comment.,"I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted.",you will have three minutes to speak.,the first registered speaker is a Sasha of men afield.
you will have three minutes to speak.,i,"I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted.",please state your name and neighborhood for the record.,the first registered speaker is a Sasha of men afield.,Sasha men afield.
the first registered speaker is a Sasha of men afield.,p,please state your name and neighborhood for the record.,you will have three minutes to speak.,Sasha men afield.,do not see them here.
Sasha men afield.,p,you will have three minutes to speak.,the first registered speaker is a Sasha of men afield.,do not see them here.,wait.
do not see them here.,i,the first registered speaker is a Sasha of men afield.,Sasha men afield.,wait.,are there any way?
wait.,p,Sasha men afield.,do not see them here.,are there any way?,are there any speakers wishing to come to the podium?
are there any way?,p,do not see them here.,wait.,are there any speakers wishing to come to the podium?,"good morning, my name is your father at Brown."
are there any speakers wishing to come to the podium?,p,wait.,are there any way?,"good morning, my name is your father at Brown.",I live at San Francisco.
"good morning, my name is your father at Brown.",p,are there any way?,are there any speakers wishing to come to the podium?,I live at San Francisco.,"I'm a senior at 715 Mercer Street, that's up at the top of the hill."
I live at San Francisco.,p,are there any speakers wishing to come to the podium?,"good morning, my name is your father at Brown.","I'm a senior at 715 Mercer Street, that's up at the top of the hill.",this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.
"I'm a senior at 715 Mercer Street, that's up at the top of the hill.",i,"good morning, my name is your father at Brown.",I live at San Francisco.,this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.,they're saying that we don't have that much membership.
this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.,b,I live at San Francisco.,"I'm a senior at 715 Mercer Street, that's up at the top of the hill.",they're saying that we don't have that much membership.,now I myself I had been a member of the nwacp and I let it slack.
they're saying that we don't have that much membership.,i,"I'm a senior at 715 Mercer Street, that's up at the top of the hill.",this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.,now I myself I had been a member of the nwacp and I let it slack.,"let it slack, but I will be joining it again."
now I myself I had been a member of the nwacp and I let it slack.,i,this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.,they're saying that we don't have that much membership.,"let it slack, but I will be joining it again.","citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now."
"let it slack, but I will be joining it again.",i,they're saying that we don't have that much membership.,now I myself I had been a member of the nwacp and I let it slack.,"citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now.","the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look."
"citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now.",i,now I myself I had been a member of the nwacp and I let it slack.,"let it slack, but I will be joining it again.","the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look.",see this paper.
"the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look.",b,"let it slack, but I will be joining it again.","citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now.",see this paper.,the city paper says freedom first versus free fear.
see this paper.,i,"citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now.","the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look.",the city paper says freedom first versus free fear.,"you see this: freedom versus fear, and I'm going to show you why."
the city paper says freedom first versus free fear.,b,"the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look.",see this paper.,"you see this: freedom versus fear, and I'm going to show you why.",look a bit more again.
"you see this: freedom versus fear, and I'm going to show you why.",i,see this paper.,the city paper says freedom first versus free fear.,look a bit more again.,look how black they made him.
look a bit more again.,i,the city paper says freedom first versus free fear.,"you see this: freedom versus fear, and I'm going to show you why.",look how black they made him.,"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is."
look how black they made him.,i,"you see this: freedom versus fear, and I'm going to show you why.",look a bit more again.,"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is.",now you got your Cory.
"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is.",i,look a bit more again.,look how black they made him.,now you got your Cory.,look at Cory.
now you got your Cory.,i,look how black they made him.,"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is.",look at Cory.,you got his white face and he's in color.
look at Cory.,i,"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is.",now you got your Cory.,you got his white face and he's in color.,they didn't make him dark like they made the mayor.
you got his white face and he's in color.,i,now you got your Cory.,look at Cory.,they didn't make him dark like they made the mayor.,"when I talk about colorism, that's what I'm talking about."
they didn't make him dark like they made the mayor.,i,look at Cory.,you got his white face and he's in color.,"when I talk about colorism, that's what I'm talking about.","anytime you're dark, a lot of times you're looked at as being evil."
"when I talk about colorism, that's what I'm talking about.",i,you got his white face and he's in color.,they didn't make him dark like they made the mayor.,"anytime you're dark, a lot of times you're looked at as being evil.",something's wrong with you.
"anytime you're dark, a lot of times you're looked at as being evil.",i,they didn't make him dark like they made the mayor.,"when I talk about colorism, that's what I'm talking about.",something's wrong with you.,"that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison."
something's wrong with you.,i,"when I talk about colorism, that's what I'm talking about.","anytime you're dark, a lot of times you're looked at as being evil.","that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison.",you know they.
"that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison.",i,"anytime you're dark, a lot of times you're looked at as being evil.",something's wrong with you.,you know they.,"they let them a lot, a lot of them go."
you know they.,i,something's wrong with you.,"that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison.","they let them a lot, a lot of them go.","they were prisoners, they were criminals and then they put them over."
"they let them a lot, a lot of them go.",i,"that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison.",you know they.,"they were prisoners, they were criminals and then they put them over.","black people, black, well, we used to be called colored or negro, but now we say the color black."
"they were prisoners, they were criminals and then they put them over.",i,you know they.,"they let them a lot, a lot of them go.","black people, black, well, we used to be called colored or negro, but now we say the color black.","we're not black like this, not black like the color black, but they say that we are."
"black people, black, well, we used to be called colored or negro, but now we say the color black.",i,"they let them a lot, a lot of them go.","they were prisoners, they were criminals and then they put them over.","we're not black like this, not black like the color black, but they say that we are.",I can remember my daughter.
"we're not black like this, not black like the color black, but they say that we are.",i,"they were prisoners, they were criminals and then they put them over.","black people, black, well, we used to be called colored or negro, but now we say the color black.",I can remember my daughter.,"I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color."
I can remember my daughter.,i,"black people, black, well, we used to be called colored or negro, but now we say the color black.","we're not black like this, not black like the color black, but they say that we are.","I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color.","when she was little, Carmen, who was dark like me, said I'm brown and you're orange."
"I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color.",i,"we're not black like this, not black like the color black, but they say that we are.",I can remember my daughter.,"when she was little, Carmen, who was dark like me, said I'm brown and you're orange.","and if you look like, if you had looked at her, she did look orange."
"when she was little, Carmen, who was dark like me, said I'm brown and you're orange.",i,I can remember my daughter.,"I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color.","and if you look like, if you had looked at her, she did look orange.",I went to work and I was saying that said with my grandbaby what my daughter said.
"and if you look like, if you had looked at her, she did look orange.",i,"I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color.","when she was little, Carmen, who was dark like me, said I'm brown and you're orange.",I went to work and I was saying that said with my grandbaby what my daughter said.,"well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange."
I went to work and I was saying that said with my grandbaby what my daughter said.,i,"when she was little, Carmen, who was dark like me, said I'm brown and you're orange.","and if you look like, if you had looked at her, she did look orange.","well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange.","I said: when you take the white piece of paper and put it up against your baby, that's not white."
"well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange.",i,"and if you look like, if you had looked at her, she did look orange.",I went to work and I was saying that said with my grandbaby what my daughter said.,"I said: when you take the white piece of paper and put it up against your baby, that's not white.","well, I'll do the same."
"I said: when you take the white piece of paper and put it up against your baby, that's not white.",i,I went to work and I was saying that said with my grandbaby what my daughter said.,"well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange.","well, I'll do the same.",thank you.
"well, I'll do the same.",i,"well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange.","I said: when you take the white piece of paper and put it up against your baby, that's not white.",thank you.,"this racism, colorism, next speaker, please."
thank you.,i,"I said: when you take the white piece of paper and put it up against your baby, that's not white.","well, I'll do the same.","this racism, colorism, next speaker, please.",good morning afternoon.
"this racism, colorism, next speaker, please.",p,"well, I'll do the same.",thank you.,good morning afternoon.,"I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex."
good morning afternoon.,p,thank you.,"this racism, colorism, next speaker, please.","I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex.",y'all are having court sessions without me being present.
"I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex.",p,"this racism, colorism, next speaker, please.",good morning afternoon.,y'all are having court sessions without me being present.,it's amazing.
y'all are having court sessions without me being present.,i,good morning afternoon.,"I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex.",it's amazing.,"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice."
it's amazing.,i,"I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex.",y'all are having court sessions without me being present.,"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice.",so what?
"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice.",i,y'all are having court sessions without me being present.,it's amazing.,so what?,I don't get what belongs to me.
so what?,i,it's amazing.,"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice.",I don't get what belongs to me.,y'all still having meetings trying to kill me.
I don't get what belongs to me.,i,"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice.",so what?,y'all still having meetings trying to kill me.,so I don't get what belongs to me.
y'all still having meetings trying to kill me.,i,so what?,I don't get what belongs to me.,so I don't get what belongs to me.,"really, God's not having it."
so I don't get what belongs to me.,i,I don't get what belongs to me.,y'all still having meetings trying to kill me.,"really, God's not having it.",I promise you he's not.
"really, God's not having it.",i,y'all still having meetings trying to kill me.,so I don't get what belongs to me.,I promise you he's not.,some.
I promise you he's not.,i,so I don't get what belongs to me.,"really, God's not having it.",some.,715 says: whoever digs a hole and scoops it out falls into the pit they have made.
some.,i,"really, God's not having it.",I promise you he's not.,715 says: whoever digs a hole and scoops it out falls into the pit they have made.,"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me."
715 says: whoever digs a hole and scoops it out falls into the pit they have made.,i,I promise you he's not.,some.,"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me.",It's written for me to have what was taken from me and y'all have to give it to me.
"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me.",i,some.,715 says: whoever digs a hole and scoops it out falls into the pit they have made.,It's written for me to have what was taken from me and y'all have to give it to me.,You can keep delaying it.
It's written for me to have what was taken from me and y'all have to give it to me.,i,715 says: whoever digs a hole and scoops it out falls into the pit they have made.,"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me.",You can keep delaying it.,"The longer you do, the more people are going to get sick and pass away."
You can keep delaying it.,i,"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me.",It's written for me to have what was taken from me and y'all have to give it to me.,"The longer you do, the more people are going to get sick and pass away.",Don't believe it.
"The longer you do, the more people are going to get sick and pass away.",i,It's written for me to have what was taken from me and y'all have to give it to me.,You can keep delaying it.,Don't believe it.,Just watch.
Don't believe it.,i,You can keep delaying it.,"The longer you do, the more people are going to get sick and pass away.",Just watch.,Whatever you acquire outside of God's will eventually turns to ashes.
Just watch.,i,"The longer you do, the more people are going to get sick and pass away.",Don't believe it.,Whatever you acquire outside of God's will eventually turns to ashes.,Remember this: It's ashes to ashes and dust to dust.
Whatever you acquire outside of God's will eventually turns to ashes.,i,Don't believe it.,Just watch.,Remember this: It's ashes to ashes and dust to dust.,That's what that's talking about.
Remember this: It's ashes to ashes and dust to dust.,i,Just watch.,Whatever you acquire outside of God's will eventually turns to ashes.,That's what that's talking about.,"Let me pray, Lord, show me anything I've used to find meaning apart from you."
That's what that's talking about.,i,Whatever you acquire outside of God's will eventually turns to ashes.,Remember this: It's ashes to ashes and dust to dust.,"Let me pray, Lord, show me anything I've used to find meaning apart from you.","Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man."
"Let me pray, Lord, show me anything I've used to find meaning apart from you.",i,Remember this: It's ashes to ashes and dust to dust.,That's what that's talking about.,"Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man.",I refuse to live under the counsel of you guys because you're not my man.
"Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man.",i,That's what that's talking about.,"Let me pray, Lord, show me anything I've used to find meaning apart from you.",I refuse to live under the counsel of you guys because you're not my man.,I refuse to live under the counsel of you guys.
I refuse to live under the counsel of you guys because you're not my man.,i,"Let me pray, Lord, show me anything I've used to find meaning apart from you.","Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man.",I refuse to live under the counsel of you guys.,You guys are ungodly.
I refuse to live under the counsel of you guys.,i,"Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man.",I refuse to live under the counsel of you guys because you're not my man.,You guys are ungodly.,"I will never do that, ever."
You guys are ungodly.,i,I refuse to live under the counsel of you guys because you're not my man.,I refuse to live under the counsel of you guys.,"I will never do that, ever.",Psalm 5 through 6 says: The arrogant cannot stand in your presence.
"I will never do that, ever.",i,I refuse to live under the counsel of you guys.,You guys are ungodly.,Psalm 5 through 6 says: The arrogant cannot stand in your presence.,You hate all who do wrong.
Psalm 5 through 6 says: The arrogant cannot stand in your presence.,i,You guys are ungodly.,"I will never do that, ever.",You hate all who do wrong.,You destroy those who tell lies.
You hate all who do wrong.,i,"I will never do that, ever.",Psalm 5 through 6 says: The arrogant cannot stand in your presence.,You destroy those who tell lies.,"The bloodthirsty and deceitful you, Lord, detest."
You destroy those who tell lies.,i,Psalm 5 through 6 says: The arrogant cannot stand in your presence.,You hate all who do wrong.,"The bloodthirsty and deceitful you, Lord, detest.",It's just so amazing how bad you guys want me dead.
"The bloodthirsty and deceitful you, Lord, detest.",i,You hate all who do wrong.,You destroy those who tell lies.,It's just so amazing how bad you guys want me dead.,I'm going to keep shining a light on it and God is going to love me.
It's just so amazing how bad you guys want me dead.,i,You destroy those who tell lies.,"The bloodthirsty and deceitful you, Lord, detest.",I'm going to keep shining a light on it and God is going to love me.,I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.
I'm going to keep shining a light on it and God is going to love me.,i,"The bloodthirsty and deceitful you, Lord, detest.",It's just so amazing how bad you guys want me dead.,I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.,Why?
I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.,i,It's just so amazing how bad you guys want me dead.,I'm going to keep shining a light on it and God is going to love me.,Why?,"Because what belongs to me, what he has for me, it is for me And you have to give it to me."
Why?,i,I'm going to keep shining a light on it and God is going to love me.,I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.,"Because what belongs to me, what he has for me, it is for me And you have to give it to me.",I forgive all of you.
"Because what belongs to me, what he has for me, it is for me And you have to give it to me.",i,I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.,Why?,I forgive all of you.,"I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one."
I forgive all of you.,i,Why?,"Because what belongs to me, what he has for me, it is for me And you have to give it to me.","I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one.","in Jesus' name, Amen."
"I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one.",i,"Because what belongs to me, what he has for me, it is for me And you have to give it to me.",I forgive all of you.,"in Jesus' name, Amen.",Thank you very much.
"in Jesus' name, Amen.",i,I forgive all of you.,"I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one.",Thank you very much.,Are there any further speakers Seeing none.
Thank you very much.,b,"I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one.","in Jesus' name, Amen.",Are there any further speakers Seeing none.,we will now move on to our standing committee's agenda.
Are there any further speakers Seeing none.,b,"in Jesus' name, Amen.",Thank you very much.,we will now move on to our standing committee's agenda.,Our first committee is the Finance and Law Committee.
we will now move on to our standing committee's agenda.,b,Thank you very much.,Are there any further speakers Seeing none.,Our first committee is the Finance and Law Committee.,We have deferred papers: Bill 1634.
Our first committee is the Finance and Law Committee.,b,Are there any further speakers Seeing none.,we will now move on to our standing committee's agenda.,We have deferred papers: Bill 1634.,Bill 1634 resolution repealing an item in Resolution No 512 of 2022.
We have deferred papers: Bill 1634.,i,we will now move on to our standing committee's agenda.,Our first committee is the Finance and Law Committee.,Bill 1634 resolution repealing an item in Resolution No 512 of 2022.,effective date: September 23 2022.
Bill 1634 resolution repealing an item in Resolution No 512 of 2022.,i,Our first committee is the Finance and Law Committee.,We have deferred papers: Bill 1634.,effective date: September 23 2022.,In order to rescind the sale.
effective date: September 23 2022.,i,We have deferred papers: Bill 1634.,Bill 1634 resolution repealing an item in Resolution No 512 of 2022.,In order to rescind the sale.,Motion to hold for one week Second Discussion: Seeing none.
In order to rescind the sale.,b,Bill 1634 resolution repealing an item in Resolution No 512 of 2022.,effective date: September 23 2022.,Motion to hold for one week Second Discussion: Seeing none.,"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week."
Motion to hold for one week Second Discussion: Seeing none.,i,effective date: September 23 2022.,In order to rescind the sale.,"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week.","Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And."
"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week.",i,In order to rescind the sale.,Motion to hold for one week Second Discussion: Seeing none.,"Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And.","Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement."
"Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And.",b,Motion to hold for one week Second Discussion: Seeing none.,"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week.","Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement.",Question: I'll hold two weeks Second Discussion.
"Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement.",i,"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week.","Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And.",Question: I'll hold two weeks Second Discussion.,"All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will."
Question: I'll hold two weeks Second Discussion.,i,"Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And.","Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement.","All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will.",Bills will be held for two weeks.
"All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will.",i,"Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement.",Question: I'll hold two weeks Second Discussion.,Bills will be held for two weeks.,Bill 1675.
Bills will be held for two weeks.,i,Question: I'll hold two weeks Second Discussion.,"All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will.",Bill 1675.,"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale."
Bill 1675.,b,"All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will.",Bills will be held for two weeks.,"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.",Motion to hold two weeks Second Discussion: Seeing none.
"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.",b,Bills will be held for two weeks.,Bill 1675.,Motion to hold two weeks Second Discussion: Seeing none.,All those in favor of a two-week hold: please indicate by saying aye.
