sentence,classification,prev2,prev1,next1,next2
so we finally tasty design the small apartment.,i,it was asking for whichever way it was going to be designed.,"so we were, i was concerned that we'd be having to support an urbanWow operation internationally.",we're going to build a 3.,7 m2 tiny house with five urbanWpeople.
we're going to build a 3.,i,"so we were, i was concerned that we'd be having to support an urbanWow operation internationally.",so we finally tasty design the small apartment.,7 m2 tiny house with five urbanWpeople.,"I mean again, it's been held since July of 2024."
7 m2 tiny house with five urbanWpeople.,i,so we finally tasty design the small apartment.,we're going to build a 3.,"I mean again, it's been held since July of 2024.","So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it."
"I mean again, it's been held since July of 2024.",i,we're going to build a 3.,7 m2 tiny house with five urbanWpeople.,"So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.","Thank you, Is there any further discussion on the motion to hold five weeks."
"So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.",i,7 m2 tiny house with five urbanWpeople.,"I mean again, it's been held since July of 2024.","Thank you, Is there any further discussion on the motion to hold five weeks.","Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell."
"Thank you, Is there any further discussion on the motion to hold five weeks.",i,"I mean again, it's been held since July of 2024.","So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.","Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.","And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding."
"Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.",i,"So I just wanted to say that you know, let's figure out what the obstacles are, And that's all I'll say, Madam Chair, Thank you, I appreciate it.","Thank you, Is there any further discussion on the motion to hold five weeks.","And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.",this is just following the process.
"And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.",i,"Thank you, Is there any further discussion on the motion to hold five weeks.","Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.",this is just following the process.,"This isn't my bill, This is."
this is just following the process.,i,"Madam Chair, Councilman Wilson, Yeah, if anyone's interested in getting you know more details, reach out to the administration or Kelly Russell.","And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.","This isn't my bill, This is.","This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here."
"This isn't my bill, This is.",i,"And you know this is a- I'm not sure how it relates to the tiny house legislation, but this is, yeah, this is from my understanding.",this is just following the process.,"This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.","So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well."
"This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.",i,this is just following the process.,"This isn't my bill, This is.","So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.","Thanks, Thank you very much."
"So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.",i,"This isn't my bill, This is.","This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.","Thanks, Thank you very much.","All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks."
"Thanks, Thank you very much.",b,"This was something the administration was trying to get done And then come to find out that the county, the administration, had an idea of what was going to be, you know who was going to be housed in this, in this building, a building that would have to be rehab, And then another county on site said: no, we don't, We plan to house families here.","So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.","All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.","That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith."
"All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.",b,"So yep, If anyone wants any further information, I can Certainly facilitate anything where you can certainly just reach out to Kelly Russell as well.","Thanks, Thank you very much.","That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.
"That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",b,"Thanks, Thank you very much.","All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.",Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,Motion to approve.
Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,b,"All those in favor of five-week hold for Bill 749, please indicate by saying aye, Aye, Aye, Bill will be held for five weeks.","That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",Motion to approve.,"Is there a second, Second Second Discussion: Seeing none."
Motion to approve.,i,"That moves us on to Recreation, Youth and Senior Services, chaired by Councilwoman Kayle Smith.",Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,"Is there a second, Second Second Discussion: Seeing none.","All those in favor of Bill 1707, please indicate by saying aye, Aye."
"Is there a second, Second Second Discussion: Seeing none.",i,Bill number 1707 resolution authorizing the mayor and the director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for cinema in the park at no cost to the city.,Motion to approve.,"All those in favor of Bill 1707, please indicate by saying aye, Aye.",Firmament of recommendation 1708.
"All those in favor of Bill 1707, please indicate by saying aye, Aye.",i,Motion to approve.,"Is there a second, Second Second Discussion: Seeing none.",Firmament of recommendation 1708.,"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution."
Firmament of recommendation 1708.,b,"Is there a second, Second Second Discussion: Seeing none.","All those in favor of Bill 1707, please indicate by saying aye, Aye.","Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.","Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61."
"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.",b,"All those in favor of Bill 1707, please indicate by saying aye, Aye.",Firmament of recommendation 1708.,"Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.","Okay, Go ahead, All right."
"Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.",b,Firmament of recommendation 1708.,"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.","Okay, Go ahead, All right.","One indicate by saying aye, aye."
"Okay, Go ahead, All right.",b,"Resolution authorizing the mayor and the director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S, Calgary, Southern East Lincoln, Southern River City, Lincoln Riverside console and zaggle contracts visible in our district under the Santa Monica Community Harm Sioux Resolution.","Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.","One indicate by saying aye, aye.",affirmative recommendation.
"One indicate by saying aye, aye.",b,"Thank you, And nowball seeks dramatization of this recommendation via commissioner au 61.","Okay, Go ahead, All right.",affirmative recommendation.,"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley."
affirmative recommendation.,i,"Okay, Go ahead, All right.","One indicate by saying aye, aye.","that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.
"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",b,"One indicate by saying aye, aye.",affirmative recommendation.,bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,motion to approve.
bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,b,affirmative recommendation.,"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",motion to approve.,"second discussion: just briefly, whose district is this in this?"
motion to approve.,i,"that moves us on to our final committee of the day, intergovernmental and educational affairs committee, chaired by councilman Moseley.",bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,"second discussion: just briefly, whose district is this in this?",apparently there's a.
"second discussion: just briefly, whose district is this in this?",i,bill number 1704: resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 296 McKee place at no cost to the city.,motion to approve.,apparently there's a.,there's got to be two McKees in the city.
apparently there's a.,i,motion to approve.,"second discussion: just briefly, whose district is this in this?",there's got to be two McKees in the city.,"yeah, this is the wrong zip code for Oakland."
there's got to be two McKees in the city.,i,"second discussion: just briefly, whose district is this in this?",apparently there's a.,"yeah, this is the wrong zip code for Oakland.",I've looked this up and I was trying to figure this out myself.
"yeah, this is the wrong zip code for Oakland.",i,apparently there's a.,there's got to be two McKees in the city.,I've looked this up and I was trying to figure this out myself.,"Oakland's one, five, two, one, three."
I've looked this up and I was trying to figure this out myself.,i,there's got to be two McKees in the city.,"yeah, this is the wrong zip code for Oakland.","Oakland's one, five, two, one, three.","yeah, there's one in homewood."
"Oakland's one, five, two, one, three.",i,"yeah, this is the wrong zip code for Oakland.",I've looked this up and I was trying to figure this out myself.,"yeah, there's one in homewood.","let's see, here we can look this up pretty quickly."
"yeah, there's one in homewood.",i,I've looked this up and I was trying to figure this out myself.,"Oakland's one, five, two, one, three.","let's see, here we can look this up pretty quickly.",just one here.
"let's see, here we can look this up pretty quickly.",i,"Oakland's one, five, two, one, three.","yeah, there's one in homewood.",just one here.,"yeah, you, you."
just one here.,i,"yeah, there's one in homewood.","let's see, here we can look this up pretty quickly.","yeah, you, you.",so this looks like it is indeed in District three and perhaps we need a.
"yeah, you, you.",i,"let's see, here we can look this up pretty quickly.",just one here.,so this looks like it is indeed in District three and perhaps we need a.,I don't see any other.
so this looks like it is indeed in District three and perhaps we need a.,i,just one here.,"yeah, you, you.",I don't see any other.,Mckee place is 296.
I don't see any other.,i,"yeah, you, you.",so this looks like it is indeed in District three and perhaps we need a.,Mckee place is 296.,"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code."
Mckee place is 296.,i,so this looks like it is indeed in District three and perhaps we need a.,I don't see any other.,"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.","okay, five, two, one, three."
"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.",i,I don't see any other.,Mckee place is 296.,"okay, five, two, one, three.",looks like it was a small typo.
"okay, five, two, one, three.",i,Mckee place is 296.,"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.",looks like it was a small typo.,"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three."
looks like it was a small typo.,i,"McKee place is coming up, so perhaps we need a voice amendment to change the zip code, to correct the zip code.","okay, five, two, one, three.","yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.",okay.
"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.",i,"okay, five, two, one, three.",looks like it was a small typo.,okay.,"okay, that makes more sense."
okay.,i,looks like it was a small typo.,"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.","okay, that makes more sense.",then there's a project there.
"okay, that makes more sense.",i,"yeah, I just pulled up the attachments in the legislation, any attachments for one, five, two, one, three.",okay.,then there's a project there.,"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?"
then there's a project there.,b,okay.,"okay, that makes more sense.","so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?",and you can see if it's necessary?
"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?",i,"okay, that makes more sense.",then there's a project there.,and you can see if it's necessary?,"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any."
and you can see if it's necessary?,i,then there's a project there.,"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?","madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.","so every place that that exists, one, five, two, three, two- change to one, five, two, one, three."
"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.",i,"so would someone like to make a motion to strike one, five, two, three, two from the title of the bill?",and you can see if it's necessary?,"so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.",can we do that?
"so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.",i,and you can see if it's necessary?,"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.",can we do that?,"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?"
can we do that?,i,"madam clerk, we were able to see if it was necessary in the body of the bill as well, and in the title and in the body of the bill it's throughout any.","so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.","is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?",second discussion: all those in favor of amending the bill as stated.
"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?",i,"so every place that that exists, one, five, two, three, two- change to one, five, two, one, three.",can we do that?,second discussion: all those in favor of amending the bill as stated.,"please indicate by saying aye, aye."
second discussion: all those in favor of amending the bill as stated.,b,can we do that?,"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?","please indicate by saying aye, aye.",bill is amended.
"please indicate by saying aye, aye.",i,"is that yes, are we able to do that as a vote, to make that motion to replace one, five, two, three, two to one, five, two, one, three in the title and all throughout the bill?",second discussion: all those in favor of amending the bill as stated.,bill is amended.,discussion on amended bill.
bill is amended.,i,second discussion: all those in favor of amending the bill as stated.,"please indicate by saying aye, aye.",discussion on amended bill.,seeing none.
discussion on amended bill.,b,"please indicate by saying aye, aye.",bill is amended.,seeing none.,all those in favor of bill 1704 as amended?
seeing none.,b,bill is amended.,discussion on amended bill.,all those in favor of bill 1704 as amended?,"please indicate by saying aye, aye, aye, affirmative recommendation."
all those in favor of bill 1704 as amended?,b,discussion on amended bill.,seeing none.,"please indicate by saying aye, aye, aye, affirmative recommendation.",thank you for catching that council person.
"please indicate by saying aye, aye, aye, affirmative recommendation.",i,seeing none.,all those in favor of bill 1704 as amended?,thank you for catching that council person.,bill 1705.
thank you for catching that council person.,i,all those in favor of bill 1704 as amended?,"please indicate by saying aye, aye, aye, affirmative recommendation.",bill 1705.,bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.
bill 1705.,b,"please indicate by saying aye, aye, aye, affirmative recommendation.",thank you for catching that council person.,bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,second discussion: everything happens in district three.
bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,b,thank you for catching that council person.,bill 1705.,second discussion: everything happens in district three.,I guess we get two projects built.
second discussion: everything happens in district three.,b,bill 1705.,bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,I guess we get two projects built.,vote in five times.
I guess we get two projects built.,i,bill 1705 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 215 South 21st Street at no cost to the city.,second discussion: everything happens in district three.,vote in five times.,is all those in favor of bill 1705?
vote in five times.,i,second discussion: everything happens in district three.,I guess we get two projects built.,is all those in favor of bill 1705?,"please indicate by saying aye, aye."
is all those in favor of bill 1705?,b,I guess we get two projects built.,vote in five times.,"please indicate by saying aye, aye.",affirmative recommendation.
"please indicate by saying aye, aye.",i,vote in five times.,is all those in favor of bill 1705?,affirmative recommendation.,1706 are.
affirmative recommendation.,i,is all those in favor of bill 1705?,"please indicate by saying aye, aye.",1706 are.,final bill of the day.
1706 are.,i,"please indicate by saying aye, aye.",affirmative recommendation.,final bill of the day.,"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200."
final bill of the day.,b,affirmative recommendation.,1706 are.,"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.",motion to approve second discussions.
"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.",b,1706 are.,final bill of the day.,motion to approve second discussions.,"yes, councilwoman, gross, thank you."
motion to approve second discussions.,i,final bill of the day.,"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.","yes, councilwoman, gross, thank you.",you only have parcel numbers.
"yes, councilwoman, gross, thank you.",i,"resolution approving and authorizing the Mayor, the Director of the Department of Finance and the Director of the Department of Public Works, on behalf of the City of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean nine parcels of city-owned properties currently identified as Allegheny County parcel ID numbers 44 s to 37 a, 195, 7m, 110, 97, f, 1078, be, 150, 8g, 250, 8d, 15, 7l, 31 and 7p 200, and to accept payment, therefore in the amount of 8,200.",motion to approve second discussions.,you only have parcel numbers.,it's really hard for anyone to know what those correspond to.
you only have parcel numbers.,i,motion to approve second discussions.,"yes, councilwoman, gross, thank you.",it's really hard for anyone to know what those correspond to.,so in some kinds of bills we put the council district number or some kind of street address.
it's really hard for anyone to know what those correspond to.,i,"yes, councilwoman, gross, thank you.",you only have parcel numbers.,so in some kinds of bills we put the council district number or some kind of street address.,I think I looked up the attachments to this one on the map and I'm not sure where it is.
so in some kinds of bills we put the council district number or some kind of street address.,i,you only have parcel numbers.,it's really hard for anyone to know what those correspond to.,I think I looked up the attachments to this one on the map and I'm not sure where it is.,it's on.
I think I looked up the attachments to this one on the map and I'm not sure where it is.,i,it's really hard for anyone to know what those correspond to.,so in some kinds of bills we put the council district number or some kind of street address.,it's on.,"it's definitely, I think, in the West End, near the West End town or traffic circle."
it's on.,i,so in some kinds of bills we put the council district number or some kind of street address.,I think I looked up the attachments to this one on the map and I'm not sure where it is.,"it's definitely, I think, in the West End, near the West End town or traffic circle.",so I was wondering if anyone can speak.
"it's definitely, I think, in the West End, near the West End town or traffic circle.",i,I think I looked up the attachments to this one on the map and I'm not sure where it is.,it's on.,so I was wondering if anyone can speak.,"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?"
so I was wondering if anyone can speak.,b,it's on.,"it's definitely, I think, in the West End, near the West End town or traffic circle.","councilman Smith maybe knows that this is that one, or does anyone know kind of like which?","yeah, there's gonna be many of these, these, these things."
"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?",i,"it's definitely, I think, in the West End, near the West End town or traffic circle.",so I was wondering if anyone can speak.,"yeah, there's gonna be many of these, these, these things.","these are just curious, these parcels that are coming forward or either on the north side."
"yeah, there's gonna be many of these, these, these things.",i,so I was wondering if anyone can speak.,"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?","these are just curious, these parcels that are coming forward or either on the north side.","some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site."
"these are just curious, these parcels that are coming forward or either on the north side.",i,"councilman Smith maybe knows that this is that one, or does anyone know kind of like which?","yeah, there's gonna be many of these, these, these things.","some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.",and this is for the West End.
"some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.",i,"yeah, there's gonna be many of these, these, these things.","these are just curious, these parcels that are coming forward or either on the north side.",and this is for the West End.,"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath."
and this is for the West End.,i,"these are just curious, these parcels that are coming forward or either on the north side.","some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.","well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.","it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge."
"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.",i,"some of them will be on the north side, right under the West End bridge, and some will be over in the West End near the Pataglia old former dumping site.",and this is for the West End.,"it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",I hope I live to see it.
"it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",i,and this is for the West End.,"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.",I hope I live to see it.,it's a great project.
I hope I live to see it.,i,"well, it's for Alka Sam, but it will also be part of the project for the West End bridge and the the renovations underneath.","it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",it's a great project.,"thank you, appreciate that."
it's a great project.,i,"it's supposed to mirror what's happening on the north side, but it'll be under the West End bridge.",I hope I live to see it.,"thank you, appreciate that.",it's not enough.
"thank you, appreciate that.",i,I hope I live to see it.,it's a great project.,it's not enough.,"this is on the Clark side, or do we need to send it."
it's not enough.,i,it's a great project.,"thank you, appreciate that.","this is on the Clark side, or do we need to send it.",I'm not even sure which you can.
"this is on the Clark side, or do we need to send it.",i,"thank you, appreciate that.",it's not enough.,I'm not even sure which you can.,you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.
I'm not even sure which you can.,i,it's not enough.,"this is on the Clark side, or do we need to send it.",you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,"just, you know, update on it more helpful."
you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,i,"this is on the Clark side, or do we need to send it.",I'm not even sure which you can.,"just, you know, update on it more helpful.","okay, not a problem for the properties."
"just, you know, update on it more helpful.",i,I'm not even sure which you can.,you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,"okay, not a problem for the properties.","when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses."
"okay, not a problem for the properties.",i,you can look at since these over and maybe we just asked them to give us some some Geographic bearing and the title of the bill.,"just, you know, update on it more helpful.","when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.",but we'll reach out and make sure that they do for next pieces of work of legislation.
"when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.",i,"just, you know, update on it more helpful.","okay, not a problem for the properties.",but we'll reach out and make sure that they do for next pieces of work of legislation.,"Thank you, Madam Clerk."
but we'll reach out and make sure that they do for next pieces of work of legislation.,i,"okay, not a problem for the properties.","when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.","Thank you, Madam Clerk.",I appreciate it.
"Thank you, Madam Clerk.",i,"when we get legislation for Alka San, a lot of times they don't include the parcel and the addresses.",but we'll reach out and make sure that they do for next pieces of work of legislation.,I appreciate it.,You're welcome.
I appreciate it.,i,but we'll reach out and make sure that they do for next pieces of work of legislation.,"Thank you, Madam Clerk.",You're welcome.,Thank you.
You're welcome.,i,"Thank you, Madam Clerk.",I appreciate it.,Thank you.,Any further discussion on 1706 Seeing none.
Thank you.,i,I appreciate it.,You're welcome.,Any further discussion on 1706 Seeing none.,"all those in favor of Bill 1706, please indicate by saying aye, Aye."
Any further discussion on 1706 Seeing none.,i,You're welcome.,Thank you.,"all those in favor of Bill 1706, please indicate by saying aye, Aye.",Affirmative recommendation.
"all those in favor of Bill 1706, please indicate by saying aye, Aye.",i,Thank you.,Any further discussion on 1706 Seeing none.,Affirmative recommendation.,That concludes our standing committee's agenda.
Affirmative recommendation.,i,Any further discussion on 1706 Seeing none.,"all those in favor of Bill 1706, please indicate by saying aye, Aye.",That concludes our standing committee's agenda.,We have a few meeting announcements.
That concludes our standing committee's agenda.,b,"all those in favor of Bill 1706, please indicate by saying aye, Aye.",Affirmative recommendation.,We have a few meeting announcements.,"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday."
We have a few meeting announcements.,b,Affirmative recommendation.,That concludes our standing committee's agenda.,"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.","Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am."
"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.",i,That concludes our standing committee's agenda.,We have a few meeting announcements.,"Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.","To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138."
"Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.",i,We have a few meeting announcements.,"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.","To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.",Is there anything from members?
"To register to speak at these meetings and hearings, please fill out the sign-up form on the council meeting webpage by the deadline and you may also call the clerk's office at 412-255-2138.",i,"Friday, April 18th, council and clerk's offices will be closed due to the Good Friday holiday.","Next week council will hold their regular meeting on Tuesday April 22nd and their standing committee meeting on Wednesday April 23rd, both at 10 am.",Is there anything from members?,"Councilwoman Kale-Smith, I just wanna wish everyone a happy Easter this weekend, but I also wanna remind people that we have our District 2 Easter Egg Hunt, which is Saturday 11 am at Westwood Field."
