sentence,classification,prev2,prev1,next1,next2
So I think it's something innovative that we're doing And I'm hoping that it.,i,I can start.,"I think the fatal crash response team has been really impactful, Just having the opportunity to be involved in this project, Just having better communication across departments, And this is something that's not established in a lot of cities in the country.","I think it's already paying off, but I hope it continues to pay off.","For me, it has been the collaboration that we've had within the budget engagement subcommittee, And I think that's for a few reasons."
"I think it's already paying off, but I hope it continues to pay off.",i,"I think the fatal crash response team has been really impactful, Just having the opportunity to be involved in this project, Just having better communication across departments, And this is something that's not established in a lot of cities in the country.",So I think it's something innovative that we're doing And I'm hoping that it.,"For me, it has been the collaboration that we've had within the budget engagement subcommittee, And I think that's for a few reasons.","One is, while I have said that we cannot design or engineer our way to complete roadway safety, we know that that absolutely is a part of the solution And that, you know, while our traffic calming program, our neighborhood traffic calming program- is a very popular program, we know that there are higher ticket items that we could be funding."
"For me, it has been the collaboration that we've had within the budget engagement subcommittee, And I think that's for a few reasons.",i,So I think it's something innovative that we're doing And I'm hoping that it.,"I think it's already paying off, but I hope it continues to pay off.","One is, while I have said that we cannot design or engineer our way to complete roadway safety, we know that that absolutely is a part of the solution And that, you know, while our traffic calming program, our neighborhood traffic calming program- is a very popular program, we know that there are higher ticket items that we could be funding.","So something that stuck with me from our Complete Streets Advisory Group report when we were in front of council buildings about a year ago was, where we install upgraded signal infrastructure, we reduce crashes by 33%."
"One is, while I have said that we cannot design or engineer our way to complete roadway safety, we know that that absolutely is a part of the solution And that, you know, while our traffic calming program, our neighborhood traffic calming program- is a very popular program, we know that there are higher ticket items that we could be funding.",i,"I think it's already paying off, but I hope it continues to pay off.","For me, it has been the collaboration that we've had within the budget engagement subcommittee, And I think that's for a few reasons.","So something that stuck with me from our Complete Streets Advisory Group report when we were in front of council buildings about a year ago was, where we install upgraded signal infrastructure, we reduce crashes by 33%.",That tells me that we need to be upgrading more of our outdated traffic signals and we need money to be able to do that.
"So something that stuck with me from our Complete Streets Advisory Group report when we were in front of council buildings about a year ago was, where we install upgraded signal infrastructure, we reduce crashes by 33%.",i,"For me, it has been the collaboration that we've had within the budget engagement subcommittee, And I think that's for a few reasons.","One is, while I have said that we cannot design or engineer our way to complete roadway safety, we know that that absolutely is a part of the solution And that, you know, while our traffic calming program, our neighborhood traffic calming program- is a very popular program, we know that there are higher ticket items that we could be funding.",That tells me that we need to be upgrading more of our outdated traffic signals and we need money to be able to do that.,"And so being able to work with our colleagues in the Office of Management and Budget, our grants department, to talk about how we do that better, faster, quicker, scaling up- you know, having the dollars and resources to do it is absolutely part of the process And that's been a game changer, I think, for just a few years, And now we need to have people who are giving us the answers so we are able to be more flexible about how we're going to do this."
That tells me that we need to be upgrading more of our outdated traffic signals and we need money to be able to do that.,i,"One is, while I have said that we cannot design or engineer our way to complete roadway safety, we know that that absolutely is a part of the solution And that, you know, while our traffic calming program, our neighborhood traffic calming program- is a very popular program, we know that there are higher ticket items that we could be funding.","So something that stuck with me from our Complete Streets Advisory Group report when we were in front of council buildings about a year ago was, where we install upgraded signal infrastructure, we reduce crashes by 33%.","And so being able to work with our colleagues in the Office of Management and Budget, our grants department, to talk about how we do that better, faster, quicker, scaling up- you know, having the dollars and resources to do it is absolutely part of the process And that's been a game changer, I think, for just a few years, And now we need to have people who are giving us the answers so we are able to be more flexible about how we're going to do this.",And I think one issue that has been important in the last year or so for Domi in year one is that those conversations have happened and we'll be delivering more projects as a result.
"And so being able to work with our colleagues in the Office of Management and Budget, our grants department, to talk about how we do that better, faster, quicker, scaling up- you know, having the dollars and resources to do it is absolutely part of the process And that's been a game changer, I think, for just a few years, And now we need to have people who are giving us the answers so we are able to be more flexible about how we're going to do this.",i,"So something that stuck with me from our Complete Streets Advisory Group report when we were in front of council buildings about a year ago was, where we install upgraded signal infrastructure, we reduce crashes by 33%.",That tells me that we need to be upgrading more of our outdated traffic signals and we need money to be able to do that.,And I think one issue that has been important in the last year or so for Domi in year one is that those conversations have happened and we'll be delivering more projects as a result.,I will bring two things here.
And I think one issue that has been important in the last year or so for Domi in year one is that those conversations have happened and we'll be delivering more projects as a result.,i,That tells me that we need to be upgrading more of our outdated traffic signals and we need money to be able to do that.,"And so being able to work with our colleagues in the Office of Management and Budget, our grants department, to talk about how we do that better, faster, quicker, scaling up- you know, having the dollars and resources to do it is absolutely part of the process And that's been a game changer, I think, for just a few years, And now we need to have people who are giving us the answers so we are able to be more flexible about how we're going to do this.",I will bring two things here.,"The first thing is the collaboration that we are having now with our state partner, our MPO, our public safety friends, our parking authority."
I will bring two things here.,b,"And so being able to work with our colleagues in the Office of Management and Budget, our grants department, to talk about how we do that better, faster, quicker, scaling up- you know, having the dollars and resources to do it is absolutely part of the process And that's been a game changer, I think, for just a few years, And now we need to have people who are giving us the answers so we are able to be more flexible about how we're going to do this.",And I think one issue that has been important in the last year or so for Domi in year one is that those conversations have happened and we'll be delivering more projects as a result.,"The first thing is the collaboration that we are having now with our state partner, our MPO, our public safety friends, our parking authority.",we never had those connections before.
"The first thing is the collaboration that we are having now with our state partner, our MPO, our public safety friends, our parking authority.",i,And I think one issue that has been important in the last year or so for Domi in year one is that those conversations have happened and we'll be delivering more projects as a result.,I will bring two things here.,we never had those connections before.,Division Zero Movement.
we never had those connections before.,i,I will bring two things here.,"The first thing is the collaboration that we are having now with our state partner, our MPO, our public safety friends, our parking authority.",Division Zero Movement.,It was a.
Division Zero Movement.,b,"The first thing is the collaboration that we are having now with our state partner, our MPO, our public safety friends, our parking authority.",we never had those connections before.,It was a.,we had those connections but not the level that we are having.
It was a.,i,we never had those connections before.,Division Zero Movement.,we had those connections but not the level that we are having.,huge help for us.
we had those connections but not the level that we are having.,i,Division Zero Movement.,It was a.,huge help for us.,and the other thing is the way we utilize this momentum and the administration helped us to recruit more in-house staff.
huge help for us.,i,It was a.,we had those connections but not the level that we are having.,and the other thing is the way we utilize this momentum and the administration helped us to recruit more in-house staff.,that was a big help for us.
and the other thing is the way we utilize this momentum and the administration helped us to recruit more in-house staff.,i,we had those connections but not the level that we are having.,huge help for us.,that was a big help for us.,the amount of project that you are seeing that city is delivering.
that was a big help for us.,i,huge help for us.,and the other thing is the way we utilize this momentum and the administration helped us to recruit more in-house staff.,the amount of project that you are seeing that city is delivering.,"a major reason is our in-house capacity any given time whenever we are doing those small skill work- five thousand to ten thousand dollar- if we lash it out to outside consultant that we are doing in-house, each of the planning work that we are doing, whether it's a Stanton Avenue work that we completed, we are gonna have more projects coming in this year in the district three, we are doing all those in-house work that are saving around fifty to sixty thousand dollar on average."
the amount of project that you are seeing that city is delivering.,i,and the other thing is the way we utilize this momentum and the administration helped us to recruit more in-house staff.,that was a big help for us.,"a major reason is our in-house capacity any given time whenever we are doing those small skill work- five thousand to ten thousand dollar- if we lash it out to outside consultant that we are doing in-house, each of the planning work that we are doing, whether it's a Stanton Avenue work that we completed, we are gonna have more projects coming in this year in the district three, we are doing all those in-house work that are saving around fifty to sixty thousand dollar on average.","we do a lot of signal work in-house that many community have to hire outside consultant and the amount of money we use just for construction, they use this for design alone."
"a major reason is our in-house capacity any given time whenever we are doing those small skill work- five thousand to ten thousand dollar- if we lash it out to outside consultant that we are doing in-house, each of the planning work that we are doing, whether it's a Stanton Avenue work that we completed, we are gonna have more projects coming in this year in the district three, we are doing all those in-house work that are saving around fifty to sixty thousand dollar on average.",i,that was a big help for us.,the amount of project that you are seeing that city is delivering.,"we do a lot of signal work in-house that many community have to hire outside consultant and the amount of money we use just for construction, they use this for design alone.","so using this momentum and hiring those stuff in and the way we are doing all those project very efficient and cheap way, I feel like is a huge win for the vision zero program and I do feel like it will."
"we do a lot of signal work in-house that many community have to hire outside consultant and the amount of money we use just for construction, they use this for design alone.",i,the amount of project that you are seeing that city is delivering.,"a major reason is our in-house capacity any given time whenever we are doing those small skill work- five thousand to ten thousand dollar- if we lash it out to outside consultant that we are doing in-house, each of the planning work that we are doing, whether it's a Stanton Avenue work that we completed, we are gonna have more projects coming in this year in the district three, we are doing all those in-house work that are saving around fifty to sixty thousand dollar on average.","so using this momentum and hiring those stuff in and the way we are doing all those project very efficient and cheap way, I feel like is a huge win for the vision zero program and I do feel like it will.","we will see a lot more benefit coming in in the coming years because of this in-house staff capacity we were able to build up with the movement of vision zero, and I would double down on what Panini said, that with the collaboration aspect of it, just working, working with subject matter experts on the various topics that we need to address- makes the job that much more easier."
"so using this momentum and hiring those stuff in and the way we are doing all those project very efficient and cheap way, I feel like is a huge win for the vision zero program and I do feel like it will.",i,"a major reason is our in-house capacity any given time whenever we are doing those small skill work- five thousand to ten thousand dollar- if we lash it out to outside consultant that we are doing in-house, each of the planning work that we are doing, whether it's a Stanton Avenue work that we completed, we are gonna have more projects coming in this year in the district three, we are doing all those in-house work that are saving around fifty to sixty thousand dollar on average.","we do a lot of signal work in-house that many community have to hire outside consultant and the amount of money we use just for construction, they use this for design alone.","we will see a lot more benefit coming in in the coming years because of this in-house staff capacity we were able to build up with the movement of vision zero, and I would double down on what Panini said, that with the collaboration aspect of it, just working, working with subject matter experts on the various topics that we need to address- makes the job that much more easier.",for a good example was today.
"we will see a lot more benefit coming in in the coming years because of this in-house staff capacity we were able to build up with the movement of vision zero, and I would double down on what Panini said, that with the collaboration aspect of it, just working, working with subject matter experts on the various topics that we need to address- makes the job that much more easier.",i,"we do a lot of signal work in-house that many community have to hire outside consultant and the amount of money we use just for construction, they use this for design alone.","so using this momentum and hiring those stuff in and the way we are doing all those project very efficient and cheap way, I feel like is a huge win for the vision zero program and I do feel like it will.",for a good example was today.,we were in a meeting and Donna was there and she brought up in the meeting how she wanted to address certain aspects of crossing.
for a good example was today.,i,"so using this momentum and hiring those stuff in and the way we are doing all those project very efficient and cheap way, I feel like is a huge win for the vision zero program and I do feel like it will.","we will see a lot more benefit coming in in the coming years because of this in-house staff capacity we were able to build up with the movement of vision zero, and I would double down on what Panini said, that with the collaboration aspect of it, just working, working with subject matter experts on the various topics that we need to address- makes the job that much more easier.",we were in a meeting and Donna was there and she brought up in the meeting how she wanted to address certain aspects of crossing.,"I was like, oh, I know the perfect meeting for you and I told her about today's meeting and then I also told her about another meeting that we'll have to just to talk about crossing, and so it makes it that much more easier just to have the subject matter experts in the room."
we were in a meeting and Donna was there and she brought up in the meeting how she wanted to address certain aspects of crossing.,i,"we will see a lot more benefit coming in in the coming years because of this in-house staff capacity we were able to build up with the movement of vision zero, and I would double down on what Panini said, that with the collaboration aspect of it, just working, working with subject matter experts on the various topics that we need to address- makes the job that much more easier.",for a good example was today.,"I was like, oh, I know the perfect meeting for you and I told her about today's meeting and then I also told her about another meeting that we'll have to just to talk about crossing, and so it makes it that much more easier just to have the subject matter experts in the room.","and then the documentation going through, the memorandum and the documentation that Stephanie's put together for a group- it- looking at the numbers, it makes it all worth it."
"I was like, oh, I know the perfect meeting for you and I told her about today's meeting and then I also told her about another meeting that we'll have to just to talk about crossing, and so it makes it that much more easier just to have the subject matter experts in the room.",i,for a good example was today.,we were in a meeting and Donna was there and she brought up in the meeting how she wanted to address certain aspects of crossing.,"and then the documentation going through, the memorandum and the documentation that Stephanie's put together for a group- it- looking at the numbers, it makes it all worth it.","it shows us what we've been doing for the last year and how how much work we have, how much progress we have made and how much progress we will make."
"and then the documentation going through, the memorandum and the documentation that Stephanie's put together for a group- it- looking at the numbers, it makes it all worth it.",i,we were in a meeting and Donna was there and she brought up in the meeting how she wanted to address certain aspects of crossing.,"I was like, oh, I know the perfect meeting for you and I told her about today's meeting and then I also told her about another meeting that we'll have to just to talk about crossing, and so it makes it that much more easier just to have the subject matter experts in the room.","it shows us what we've been doing for the last year and how how much work we have, how much progress we have made and how much progress we will make.",so that makes it much more rewarding.
"it shows us what we've been doing for the last year and how how much work we have, how much progress we have made and how much progress we will make.",i,"I was like, oh, I know the perfect meeting for you and I told her about today's meeting and then I also told her about another meeting that we'll have to just to talk about crossing, and so it makes it that much more easier just to have the subject matter experts in the room.","and then the documentation going through, the memorandum and the documentation that Stephanie's put together for a group- it- looking at the numbers, it makes it all worth it.",so that makes it much more rewarding.,"I feel like everybody's gonna say the same thing, but I think what I would say is it's, it's, it is all of the collaboration and I think the collaboration as a model really for other places where we have to try to build the same kinds of teams to solve the problem."
so that makes it much more rewarding.,i,"and then the documentation going through, the memorandum and the documentation that Stephanie's put together for a group- it- looking at the numbers, it makes it all worth it.","it shows us what we've been doing for the last year and how how much work we have, how much progress we have made and how much progress we will make.","I feel like everybody's gonna say the same thing, but I think what I would say is it's, it's, it is all of the collaboration and I think the collaboration as a model really for other places where we have to try to build the same kinds of teams to solve the problem.","so I mean, you know concretely, when people start, or certain leaders begin, they start thingsaking and as Well I- you're right, the calm is ever don't miss the on revenues and how much progress we have made and how much progress we have made."
"I feel like everybody's gonna say the same thing, but I think what I would say is it's, it's, it is all of the collaboration and I think the collaboration as a model really for other places where we have to try to build the same kinds of teams to solve the problem.",i,"it shows us what we've been doing for the last year and how how much work we have, how much progress we have made and how much progress we will make.",so that makes it much more rewarding.,"so I mean, you know concretely, when people start, or certain leaders begin, they start thingsaking and as Well I- you're right, the calm is ever don't miss the on revenues and how much progress we have made and how much progress we have made.",so that makes it much more Qu.
"so I mean, you know concretely, when people start, or certain leaders begin, they start thingsaking and as Well I- you're right, the calm is ever don't miss the on revenues and how much progress we have made and how much progress we have made.",i,so that makes it much more rewarding.,"I feel like everybody's gonna say the same thing, but I think what I would say is it's, it's, it is all of the collaboration and I think the collaboration as a model really for other places where we have to try to build the same kinds of teams to solve the problem.",so that makes it much more Qu.,"start to work like this with PennDOT, with one another, then we can make a real plan for that."
so that makes it much more Qu.,i,"I feel like everybody's gonna say the same thing, but I think what I would say is it's, it's, it is all of the collaboration and I think the collaboration as a model really for other places where we have to try to build the same kinds of teams to solve the problem.","so I mean, you know concretely, when people start, or certain leaders begin, they start thingsaking and as Well I- you're right, the calm is ever don't miss the on revenues and how much progress we have made and how much progress we have made.","start to work like this with PennDOT, with one another, then we can make a real plan for that.",you know when you're talking about the bus stop and we move it to the signalized intersection.
"start to work like this with PennDOT, with one another, then we can make a real plan for that.",i,"so I mean, you know concretely, when people start, or certain leaders begin, they start thingsaking and as Well I- you're right, the calm is ever don't miss the on revenues and how much progress we have made and how much progress we have made.",so that makes it much more Qu.,you know when you're talking about the bus stop and we move it to the signalized intersection.,"it's not just that we do that there, it's that we are tying that to the changes that are coming at the Squirrel Hill interchange right, So that we are how to put this."
you know when you're talking about the bus stop and we move it to the signalized intersection.,i,so that makes it much more Qu.,"start to work like this with PennDOT, with one another, then we can make a real plan for that.","it's not just that we do that there, it's that we are tying that to the changes that are coming at the Squirrel Hill interchange right, So that we are how to put this.","we're doing the kind of long range planning which is not about having a vision document and hoping, but because we all know each other's brains well enough, now we can sketch those plans in reality, we can plan the money for them, we can do so much more with the resources that we have because we've collaborated, And for that reason we treat this group a little bit like a look and see for other groups."
"it's not just that we do that there, it's that we are tying that to the changes that are coming at the Squirrel Hill interchange right, So that we are how to put this.",i,"start to work like this with PennDOT, with one another, then we can make a real plan for that.",you know when you're talking about the bus stop and we move it to the signalized intersection.,"we're doing the kind of long range planning which is not about having a vision document and hoping, but because we all know each other's brains well enough, now we can sketch those plans in reality, we can plan the money for them, we can do so much more with the resources that we have because we've collaborated, And for that reason we treat this group a little bit like a look and see for other groups.",come and watch and see how these folks are doing it.
"we're doing the kind of long range planning which is not about having a vision document and hoping, but because we all know each other's brains well enough, now we can sketch those plans in reality, we can plan the money for them, we can do so much more with the resources that we have because we've collaborated, And for that reason we treat this group a little bit like a look and see for other groups.",i,you know when you're talking about the bus stop and we move it to the signalized intersection.,"it's not just that we do that there, it's that we are tying that to the changes that are coming at the Squirrel Hill interchange right, So that we are how to put this.",come and watch and see how these folks are doing it.,"figure out how to dig in in your own areas and we go a lot farther, a lot faster and get our heads like not so much in the clouds in terms of long range planning, but actually the kind of nitty gritty of it."
come and watch and see how these folks are doing it.,i,"it's not just that we do that there, it's that we are tying that to the changes that are coming at the Squirrel Hill interchange right, So that we are how to put this.","we're doing the kind of long range planning which is not about having a vision document and hoping, but because we all know each other's brains well enough, now we can sketch those plans in reality, we can plan the money for them, we can do so much more with the resources that we have because we've collaborated, And for that reason we treat this group a little bit like a look and see for other groups.","figure out how to dig in in your own areas and we go a lot farther, a lot faster and get our heads like not so much in the clouds in terms of long range planning, but actually the kind of nitty gritty of it.","Are you gonna- I mean, I'm not sure if you're gonna, I'm not sure if you're gonna- talk about neighborhood guards or not."
"figure out how to dig in in your own areas and we go a lot farther, a lot faster and get our heads like not so much in the clouds in terms of long range planning, but actually the kind of nitty gritty of it.",i,"we're doing the kind of long range planning which is not about having a vision document and hoping, but because we all know each other's brains well enough, now we can sketch those plans in reality, we can plan the money for them, we can do so much more with the resources that we have because we've collaborated, And for that reason we treat this group a little bit like a look and see for other groups.",come and watch and see how these folks are doing it.,"Are you gonna- I mean, I'm not sure if you're gonna, I'm not sure if you're gonna- talk about neighborhood guards or not.",You can.
"Are you gonna- I mean, I'm not sure if you're gonna, I'm not sure if you're gonna- talk about neighborhood guards or not.",i,come and watch and see how these folks are doing it.,"figure out how to dig in in your own areas and we go a lot farther, a lot faster and get our heads like not so much in the clouds in terms of long range planning, but actually the kind of nitty gritty of it.",You can.,"So I just it, just you know, in the area of you know- bring people in and talk to them about what are your obstacles to doing this right with our crossing guards."
You can.,i,"figure out how to dig in in your own areas and we go a lot farther, a lot faster and get our heads like not so much in the clouds in terms of long range planning, but actually the kind of nitty gritty of it.","Are you gonna- I mean, I'm not sure if you're gonna, I'm not sure if you're gonna- talk about neighborhood guards or not.","So I just it, just you know, in the area of you know- bring people in and talk to them about what are your obstacles to doing this right with our crossing guards.","you know we have more slots for crossing guards than we have crossing guards And when we talk to people, why are you not crossing guard?"
"So I just it, just you know, in the area of you know- bring people in and talk to them about what are your obstacles to doing this right with our crossing guards.",i,"Are you gonna- I mean, I'm not sure if you're gonna, I'm not sure if you're gonna- talk about neighborhood guards or not.",You can.,"you know we have more slots for crossing guards than we have crossing guards And when we talk to people, why are you not crossing guard?","You know the way that the seniority system worked in the contract is everybody with seniority picks first and then, if you don't have seniority, you go to the place."
"you know we have more slots for crossing guards than we have crossing guards And when we talk to people, why are you not crossing guard?",i,You can.,"So I just it, just you know, in the area of you know- bring people in and talk to them about what are your obstacles to doing this right with our crossing guards.","You know the way that the seniority system worked in the contract is everybody with seniority picks first and then, if you don't have seniority, you go to the place.",nobody else picked.
"You know the way that the seniority system worked in the contract is everybody with seniority picks first and then, if you don't have seniority, you go to the place.",i,"So I just it, just you know, in the area of you know- bring people in and talk to them about what are your obstacles to doing this right with our crossing guards.","you know we have more slots for crossing guards than we have crossing guards And when we talk to people, why are you not crossing guard?",nobody else picked.,but maybe you are a neighbor who would be perfectly happy to be at an intersection.
nobody else picked.,i,"you know we have more slots for crossing guards than we have crossing guards And when we talk to people, why are you not crossing guard?","You know the way that the seniority system worked in the contract is everybody with seniority picks first and then, if you don't have seniority, you go to the place.",but maybe you are a neighbor who would be perfectly happy to be at an intersection.,"I live in- I don't know wherever I live- Lawrenceville and I would cross there, but I'm not getting in a car."
but maybe you are a neighbor who would be perfectly happy to be at an intersection.,i,"You know the way that the seniority system worked in the contract is everybody with seniority picks first and then, if you don't have seniority, you go to the place.",nobody else picked.,"I live in- I don't know wherever I live- Lawrenceville and I would cross there, but I'm not getting in a car.",I don't have a car to go and be at the empty spot in Carrick.
"I live in- I don't know wherever I live- Lawrenceville and I would cross there, but I'm not getting in a car.",i,nobody else picked.,but maybe you are a neighbor who would be perfectly happy to be at an intersection.,I don't have a car to go and be at the empty spot in Carrick.,And so what Donna and her guards did was to bargain into the contract a different kind of guard which is called a neighborhood guard.
I don't have a car to go and be at the empty spot in Carrick.,i,but maybe you are a neighbor who would be perfectly happy to be at an intersection.,"I live in- I don't know wherever I live- Lawrenceville and I would cross there, but I'm not getting in a car.",And so what Donna and her guards did was to bargain into the contract a different kind of guard which is called a neighborhood guard.,So city guards who wanna do all of that- and they go and they take their- can do that.
And so what Donna and her guards did was to bargain into the contract a different kind of guard which is called a neighborhood guard.,b,"I live in- I don't know wherever I live- Lawrenceville and I would cross there, but I'm not getting in a car.",I don't have a car to go and be at the empty spot in Carrick.,So city guards who wanna do all of that- and they go and they take their- can do that.,"But if there is a place where Donna has evaluated and said we could use a guard here and no city guard takes it, then it's possible for her to go and recruit right out of the neighborhood."
So city guards who wanna do all of that- and they go and they take their- can do that.,i,I don't have a car to go and be at the empty spot in Carrick.,And so what Donna and her guards did was to bargain into the contract a different kind of guard which is called a neighborhood guard.,"But if there is a place where Donna has evaluated and said we could use a guard here and no city guard takes it, then it's possible for her to go and recruit right out of the neighborhood.","or you can recruit out of your neighborhood or you can recruit out of your neighborhood and say, hey, we've got a spot now we've got budget for it, and if there's somebody who would like to work the early hours and cross the kids and then come back later and work the hours, So there, look, see."
"But if there is a place where Donna has evaluated and said we could use a guard here and no city guard takes it, then it's possible for her to go and recruit right out of the neighborhood.",i,And so what Donna and her guards did was to bargain into the contract a different kind of guard which is called a neighborhood guard.,So city guards who wanna do all of that- and they go and they take their- can do that.,"or you can recruit out of your neighborhood or you can recruit out of your neighborhood and say, hey, we've got a spot now we've got budget for it, and if there's somebody who would like to work the early hours and cross the kids and then come back later and work the hours, So there, look, see.",So and I just wanna it's that you know to just really dig in with people and talk to them about how do we solve the problem.
"or you can recruit out of your neighborhood or you can recruit out of your neighborhood and say, hey, we've got a spot now we've got budget for it, and if there's somebody who would like to work the early hours and cross the kids and then come back later and work the hours, So there, look, see.",i,So city guards who wanna do all of that- and they go and they take their- can do that.,"But if there is a place where Donna has evaluated and said we could use a guard here and no city guard takes it, then it's possible for her to go and recruit right out of the neighborhood.",So and I just wanna it's that you know to just really dig in with people and talk to them about how do we solve the problem.,"and solve it has been, like you know, super rewarding and everyone can learn from it."
So and I just wanna it's that you know to just really dig in with people and talk to them about how do we solve the problem.,i,"But if there is a place where Donna has evaluated and said we could use a guard here and no city guard takes it, then it's possible for her to go and recruit right out of the neighborhood.","or you can recruit out of your neighborhood or you can recruit out of your neighborhood and say, hey, we've got a spot now we've got budget for it, and if there's somebody who would like to work the early hours and cross the kids and then come back later and work the hours, So there, look, see.","and solve it has been, like you know, super rewarding and everyone can learn from it.","Can I just say congratulations, Because that has been a complaint for 10 years."
"and solve it has been, like you know, super rewarding and everyone can learn from it.",i,"or you can recruit out of your neighborhood or you can recruit out of your neighborhood and say, hey, we've got a spot now we've got budget for it, and if there's somebody who would like to work the early hours and cross the kids and then come back later and work the hours, So there, look, see.",So and I just wanna it's that you know to just really dig in with people and talk to them about how do we solve the problem.,"Can I just say congratulations, Because that has been a complaint for 10 years.","Thank you, That is amazing."
"Can I just say congratulations, Because that has been a complaint for 10 years.",i,So and I just wanna it's that you know to just really dig in with people and talk to them about how do we solve the problem.,"and solve it has been, like you know, super rewarding and everyone can learn from it.","Thank you, That is amazing.",That is amazing amazing work.
"Thank you, That is amazing.",i,"and solve it has been, like you know, super rewarding and everyone can learn from it.","Can I just say congratulations, Because that has been a complaint for 10 years.",That is amazing amazing work.,That has been an unfixable problem for a decade That people they've been empty seats.
That is amazing amazing work.,i,"Can I just say congratulations, Because that has been a complaint for 10 years.","Thank you, That is amazing.",That has been an unfixable problem for a decade That people they've been empty seats.,"I remember we, you know, we were trying to get across the guard 10 years ago on Butler Street at Arsenal, and that was one of the problems: Like there hadn't been a new hire of crossing guards forever because of this unsolvable problem that you've just solved."
That has been an unfixable problem for a decade That people they've been empty seats.,i,"Thank you, That is amazing.",That is amazing amazing work.,"I remember we, you know, we were trying to get across the guard 10 years ago on Butler Street at Arsenal, and that was one of the problems: Like there hadn't been a new hire of crossing guards forever because of this unsolvable problem that you've just solved.","And so we were lucky to get like the first hire ever and to get a crossing guard there, because, again, you know, that's a K through five."
"I remember we, you know, we were trying to get across the guard 10 years ago on Butler Street at Arsenal, and that was one of the problems: Like there hadn't been a new hire of crossing guards forever because of this unsolvable problem that you've just solved.",i,That is amazing amazing work.,That has been an unfixable problem for a decade That people they've been empty seats.,"And so we were lucky to get like the first hire ever and to get a crossing guard there, because, again, you know, that's a K through five.","They're, you know, five year olds trying to cross a Penn dot street, right, It's very dangerous."
"And so we were lucky to get like the first hire ever and to get a crossing guard there, because, again, you know, that's a K through five.",i,That has been an unfixable problem for a decade That people they've been empty seats.,"I remember we, you know, we were trying to get across the guard 10 years ago on Butler Street at Arsenal, and that was one of the problems: Like there hadn't been a new hire of crossing guards forever because of this unsolvable problem that you've just solved.","They're, you know, five year olds trying to cross a Penn dot street, right, It's very dangerous.","So, yeah, it's a very it's a horrible intersection, So it's a that is magnificent."
"They're, you know, five year olds trying to cross a Penn dot street, right, It's very dangerous.",i,"I remember we, you know, we were trying to get across the guard 10 years ago on Butler Street at Arsenal, and that was one of the problems: Like there hadn't been a new hire of crossing guards forever because of this unsolvable problem that you've just solved.","And so we were lucky to get like the first hire ever and to get a crossing guard there, because, again, you know, that's a K through five.","So, yeah, it's a very it's a horrible intersection, So it's a that is magnificent.","I think we all should do like advertising campaigns as council members, that you can apply to be a crossing guard and stay in your neighborhood, because that has been the obstacle for a decade, maybe longer, That's a decade as long as I've been aware of it."
"So, yeah, it's a very it's a horrible intersection, So it's a that is magnificent.",i,"And so we were lucky to get like the first hire ever and to get a crossing guard there, because, again, you know, that's a K through five.","They're, you know, five year olds trying to cross a Penn dot street, right, It's very dangerous.","I think we all should do like advertising campaigns as council members, that you can apply to be a crossing guard and stay in your neighborhood, because that has been the obstacle for a decade, maybe longer, That's a decade as long as I've been aware of it.","It has, Yes, It has, it really has."
"I think we all should do like advertising campaigns as council members, that you can apply to be a crossing guard and stay in your neighborhood, because that has been the obstacle for a decade, maybe longer, That's a decade as long as I've been aware of it.",i,"They're, you know, five year olds trying to cross a Penn dot street, right, It's very dangerous.","So, yeah, it's a very it's a horrible intersection, So it's a that is magnificent.","It has, Yes, It has, it really has.","The other thing, though, that precipitated this neighborhood guard is we, about two years ago, eliminated the requirement of a driver's license in a car And with that happening, that eliminated a lot of people who would want this job."
"It has, Yes, It has, it really has.",i,"So, yeah, it's a very it's a horrible intersection, So it's a that is magnificent.","I think we all should do like advertising campaigns as council members, that you can apply to be a crossing guard and stay in your neighborhood, because that has been the obstacle for a decade, maybe longer, That's a decade as long as I've been aware of it.","The other thing, though, that precipitated this neighborhood guard is we, about two years ago, eliminated the requirement of a driver's license in a car And with that happening, that eliminated a lot of people who would want this job.",And I do have people who use PRT.
"The other thing, though, that precipitated this neighborhood guard is we, about two years ago, eliminated the requirement of a driver's license in a car And with that happening, that eliminated a lot of people who would want this job.",i,"I think we all should do like advertising campaigns as council members, that you can apply to be a crossing guard and stay in your neighborhood, because that has been the obstacle for a decade, maybe longer, That's a decade as long as I've been aware of it.","It has, Yes, It has, it really has.",And I do have people who use PRT.,I have guards that are up in Northview Heights who are over in Squirrel Hill.
And I do have people who use PRT.,i,"It has, Yes, It has, it really has.","The other thing, though, that precipitated this neighborhood guard is we, about two years ago, eliminated the requirement of a driver's license in a car And with that happening, that eliminated a lot of people who would want this job.",I have guards that are up in Northview Heights who are over in Squirrel Hill.,That's where they bid on their spot And they take PRT every day back and forth.
