sentence,classification,prev2,prev1,next1,next2
the owner of the property does not support the nomination and there is no cost to the city.,i,"Thank you And thank you, Councilwoman.","Councilman Wilson presents bill number 1752 resolution providing for the designation as a historic structure under title 11 of the Code of Ordinances that certain structure known as Donnie's place, located at 1226 Heron Avenue in the Polish Hill neighborhood in the fifth board city of Pittsburgh.","and bill number 1753 resolution authorizing the mayor and the director of the Department of City Planning to enter into an agreement, agreements and or amendments with the Museum of contemporary art For the purpose of loaning the city owned Stephen Foster statue Tomoka at no cost to the city.",Eight papers begin with the appointments.
"and bill number 1753 resolution authorizing the mayor and the director of the Department of City Planning to enter into an agreement, agreements and or amendments with the Museum of contemporary art For the purpose of loaning the city owned Stephen Foster statue Tomoka at no cost to the city.",i,"Councilman Wilson presents bill number 1752 resolution providing for the designation as a historic structure under title 11 of the Code of Ordinances that certain structure known as Donnie's place, located at 1226 Heron Avenue in the Polish Hill neighborhood in the fifth board city of Pittsburgh.",the owner of the property does not support the nomination and there is no cost to the city.,Eight papers begin with the appointments.,Council president Lavelle presents bill number 1754 resolution.
Eight papers begin with the appointments.,b,the owner of the property does not support the nomination and there is no cost to the city.,"and bill number 1753 resolution authorizing the mayor and the director of the Department of City Planning to enter into an agreement, agreements and or amendments with the Museum of contemporary art For the purpose of loaning the city owned Stephen Foster statue Tomoka at no cost to the city.",Council president Lavelle presents bill number 1754 resolution.,appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.
Council president Lavelle presents bill number 1754 resolution.,b,"and bill number 1753 resolution authorizing the mayor and the director of the Department of City Planning to enter into an agreement, agreements and or amendments with the Museum of contemporary art For the purpose of loaning the city owned Stephen Foster statue Tomoka at no cost to the city.",Eight papers begin with the appointments.,appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.,bill 1755 resolution.
appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.,i,Eight papers begin with the appointments.,Council president Lavelle presents bill number 1754 resolution.,bill 1755 resolution.,appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.
bill 1755 resolution.,i,Council president Lavelle presents bill number 1754 resolution.,appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.,appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.,a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.
appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.,i,appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.,bill 1755 resolution.,a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.,"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028."
a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.,i,bill 1755 resolution.,appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.,"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028.",we'd a motion to interview or to approve motion to interview.
"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028.",i,appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.,a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.,we'd a motion to interview or to approve motion to interview.,"all those in favor say aye, aye."
we'd a motion to interview or to approve motion to interview.,i,a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.,"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028.","all those in favor say aye, aye.",any opposed: we'll hold.
"all those in favor say aye, aye.",i,"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028.",we'd a motion to interview or to approve motion to interview.,any opposed: we'll hold.,we'll get all the interview scheduled.
any opposed: we'll hold.,i,we'd a motion to interview or to approve motion to interview.,"all those in favor say aye, aye.",we'll get all the interview scheduled.,"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025."
we'll get all the interview scheduled.,i,"all those in favor say aye, aye.",any opposed: we'll hold.,"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025.","bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025."
"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025.",b,any opposed: we'll hold.,we'll get all the interview scheduled.,"bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025.","and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018."
"bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025.",i,we'll get all the interview scheduled.,"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025.","and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018.","we need a motion to read, receive and file."
"and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018.",i,"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025.","bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025.","we need a motion to read, receive and file.","all those in favor say aye, aye, thank you."
"we need a motion to read, receive and file.",i,"bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025.","and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018.","all those in favor say aye, aye, thank you.",and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.
"all those in favor say aye, aye, thank you.",i,"and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018.","we need a motion to read, receive and file.",and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.,thank you very much.
and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.,b,"we need a motion to read, receive and file.","all those in favor say aye, aye, thank you.",thank you very much.,"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president."
thank you very much.,i,"all those in favor say aye, aye, thank you.",and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.,"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president.","thank you, councilpersons."
"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president.",b,and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.,thank you very much.,"thank you, councilpersons.",Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.
"thank you, councilpersons.",b,thank you very much.,"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president.",Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.,bill number 1634 resolution repealing an item in resolution number 520 2010.
Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.,i,"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president.","thank you, councilpersons.",bill number 1634 resolution repealing an item in resolution number 520 2010.,twenty-two year'thining study.
bill number 1634 resolution repealing an item in resolution number 520 2010.,b,"thank you, councilpersons.",Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.,twenty-two year'thining study.,"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny."
twenty-two year'thining study.,b,Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.,bill number 1634 resolution repealing an item in resolution number 520 2010.,"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny.","basically, we repeat this and I appreciate if you did."
"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny.",i,bill number 1634 resolution repealing an item in resolution number 520 2010.,twenty-two year'thining study.,"basically, we repeat this and I appreciate if you did.","please destroy so that this question is read: beings seat, but thumbs down to this position."
"basically, we repeat this and I appreciate if you did.",i,twenty-two year'thining study.,"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny.","please destroy so that this question is read: beings seat, but thumbs down to this position.",please don't point 2022.
"please destroy so that this question is read: beings seat, but thumbs down to this position.",i,"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny.","basically, we repeat this and I appreciate if you did.",please don't point 2022.,"effective date: September 23rd 2022, in order to rescind the sale."
please don't point 2022.,i,"basically, we repeat this and I appreciate if you did.","please destroy so that this question is read: beings seat, but thumbs down to this position.","effective date: September 23rd 2022, in order to rescind the sale.","bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please."
"effective date: September 23rd 2022, in order to rescind the sale.",b,"please destroy so that this question is read: beings seat, but thumbs down to this position.",please don't point 2022.,"bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please.","bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or."
"bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please.",b,please don't point 2022.,"effective date: September 23rd 2022, in order to rescind the sale.","bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or.",December 17th 2024.
"bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or.",i,"effective date: September 23rd 2022, in order to rescind the sale.","bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please.",December 17th 2024.,"bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n."
December 17th 2024.,b,"bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please.","bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or.","bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n.","282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134."
"bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n.",b,"bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or.",December 17th 2024.,"282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134.",to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.
"282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134.",i,December 17th 2024.,"bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n.",to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.,hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.
to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.,i,"bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n.","282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134.",hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.,"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle."
hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.,b,"282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134.",to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.,"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle.","president, aye, nine, ayes, zero noes."
"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle.",b,to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.,hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.,"president, aye, nine, ayes, zero noes.",the bill have received a lead required numbers.
"president, aye, nine, ayes, zero noes.",i,hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.,"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle.",the bill have received a lead required numbers.,votes is passed finally.
the bill have received a lead required numbers.,i,"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle.","president, aye, nine, ayes, zero noes.",votes is passed finally.,that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.
votes is passed finally.,i,"president, aye, nine, ayes, zero noes.",the bill have received a lead required numbers.,that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.,"thank you, mr president."
that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.,b,the bill have received a lead required numbers.,votes is passed finally.,"thank you, mr president.","thank you, councilman Coghill."
"thank you, mr president.",b,votes is passed finally.,that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.,"thank you, councilman Coghill.",presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.
"thank you, councilman Coghill.",i,that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.,"thank you, mr president.",presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.,"bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities."
presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.,b,"thank you, mr president.","thank you, councilman Coghill.","bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities.",you've heard the reading entitled the bill.
"bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities.",i,"thank you, councilman Coghill.",presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.,you've heard the reading entitled the bill.,is there any discussion?
you've heard the reading entitled the bill.,b,presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.,"bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities.",is there any discussion?,"seeing none, the bill is now right for final action."
is there any discussion?,b,"bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities.",you've heard the reading entitled the bill.,"seeing none, the bill is now right for final action.",all in favor of passage of the bill.
"seeing none, the bill is now right for final action.",i,you've heard the reading entitled the bill.,is there any discussion?,all in favor of passage of the bill.,vote aye when the name is called.
all in favor of passage of the bill.,i,is there any discussion?,"seeing none, the bill is now right for final action.",vote aye when the name is called.,"those opposed will vote no, but the clerk."
vote aye when the name is called.,i,"seeing none, the bill is now right for final action.",all in favor of passage of the bill.,"those opposed will vote no, but the clerk.",please take the role.
"those opposed will vote no, but the clerk.",i,all in favor of passage of the bill.,vote aye when the name is called.,please take the role.,"Mr Sharland, Mr Coghill, Miss gross."
please take the role.,i,vote aye when the name is called.,"those opposed will vote no, but the clerk.","Mr Sharland, Mr Coghill, Miss gross.","aye, Mr Moslie."
"Mr Sharland, Mr Coghill, Miss gross.",i,"those opposed will vote no, but the clerk.",please take the role.,"aye, Mr Moslie.","aye, Mrs Kilsmith."
"aye, Mr Moslie.",i,please take the role.,"Mr Sharland, Mr Coghill, Miss gross.","aye, Mrs Kilsmith.","aye, Mrs Strasberger."
"aye, Mrs Kilsmith.",i,"Mr Sharland, Mr Coghill, Miss gross.","aye, Mr Moslie.","aye, Mrs Strasberger.","aye, Mrs Warwick."
"aye, Mrs Strasberger.",i,"aye, Mr Moslie.","aye, Mrs Kilsmith.","aye, Mrs Warwick.","Aye, Mr Wilson."
"aye, Mrs Warwick.",i,"aye, Mrs Kilsmith.","aye, Mrs Strasberger.","Aye, Mr Wilson.","Aye, Mr Lavelle."
"Aye, Mr Wilson.",i,"aye, Mrs Strasberger.","aye, Mrs Warwick.","Aye, Mr Lavelle.",President.
"Aye, Mr Lavelle.",i,"aye, Mrs Warwick.","Aye, Mr Wilson.",President.,"Aye, Nine ayes, zero noes."
President.,b,"Aye, Mr Wilson.","Aye, Mr Lavelle.","Aye, Nine ayes, zero noes.",The bill has received the required number of votes.
"Aye, Nine ayes, zero noes.",i,"Aye, Mr Lavelle.",President.,The bill has received the required number of votes.,It is passed.
The bill has received the required number of votes.,i,President.,"Aye, Nine ayes, zero noes.",It is passed.,finally.
It is passed.,i,"Aye, Nine ayes, zero noes.",The bill has received the required number of votes.,finally.,"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure."
finally.,i,The bill has received the required number of votes.,It is passed.,"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure.","Thank you, Mr President."
"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure.",b,It is passed.,finally.,"Thank you, Mr President.","Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation."
"Thank you, Mr President.",b,finally.,"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure.","Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation.","Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project."
"Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation.",b,"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure.","Thank you, Mr President.","Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project.","the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844."
"Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project.",b,"Thank you, Mr President.","Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation.","the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844.","42 from the City of Pittsburgh's capital budget for a total project cost of 500,844."
"the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844.",i,"Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation.","Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project.","42 from the City of Pittsburgh's capital budget for a total project cost of 500,844.",42 for this stated purpose.
"42 from the City of Pittsburgh's capital budget for a total project cost of 500,844.",i,"Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project.","the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844.",42 for this stated purpose.,You've heard the reading and entitled of the bill.
42 for this stated purpose.,i,"the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844.","42 from the City of Pittsburgh's capital budget for a total project cost of 500,844.",You've heard the reading and entitled of the bill.,Is there any discussion?
You've heard the reading and entitled of the bill.,b,"42 from the City of Pittsburgh's capital budget for a total project cost of 500,844.",42 for this stated purpose.,Is there any discussion?,"Seeing none, the bill is now ready for final action."
Is there any discussion?,b,42 for this stated purpose.,You've heard the reading and entitled of the bill.,"Seeing none, the bill is now ready for final action.",All in favor of the passage of the bill.
"Seeing none, the bill is now ready for final action.",i,You've heard the reading and entitled of the bill.,Is there any discussion?,All in favor of the passage of the bill.,vote aye.
All in favor of the passage of the bill.,i,Is there any discussion?,"Seeing none, the bill is now ready for final action.",vote aye.,"When the name is called, those opposed will vote no."
vote aye.,i,"Seeing none, the bill is now ready for final action.",All in favor of the passage of the bill.,"When the name is called, those opposed will vote no.",Will the clerk please take the roll?
"When the name is called, those opposed will vote no.",i,All in favor of the passage of the bill.,vote aye.,Will the clerk please take the roll?,Mr Sharland.
Will the clerk please take the roll?,i,vote aye.,"When the name is called, those opposed will vote no.",Mr Sharland.,Aye.
Mr Sharland.,i,"When the name is called, those opposed will vote no.",Will the clerk please take the roll?,Aye.,Mr Coghill.
Aye.,i,Will the clerk please take the roll?,Mr Sharland.,Mr Coghill.,"Aye, Ms Gross."
Mr Coghill.,b,Mr Sharland.,Aye.,"Aye, Ms Gross.","Aye, Mr Mosley."
"Aye, Ms Gross.",i,Aye.,Mr Coghill.,"Aye, Mr Mosley.","Aye, Mrs Killsmith."
"Aye, Mr Mosley.",i,Mr Coghill.,"Aye, Ms Gross.","Aye, Mrs Killsmith.","Aye, Mrs Strasburger."
"Aye, Mrs Killsmith.",i,"Aye, Ms Gross.","Aye, Mr Mosley.","Aye, Mrs Strasburger.","Aye, Mrs Warwick."
"Aye, Mrs Strasburger.",i,"Aye, Mr Mosley.","Aye, Mrs Killsmith.","Aye, Mrs Warwick.","Aye, Mr Wilson."
"Aye, Mrs Warwick.",i,"Aye, Mrs Killsmith.","Aye, Mrs Strasburger.","Aye, Mr Wilson.","Aye, Mr Lavelle."
"Aye, Mr Wilson.",i,"Aye, Mrs Strasburger.","Aye, Mrs Warwick.","Aye, Mr Lavelle.","President, Aye, Nine ayes, zero, noes."
"Aye, Mr Lavelle.",i,"Aye, Mrs Warwick.","Aye, Mr Wilson.","President, Aye, Nine ayes, zero, noes.",The bill has received the required number of votes.
"President, Aye, Nine ayes, zero, noes.",i,"Aye, Mr Wilson.","Aye, Mr Lavelle.",The bill has received the required number of votes.,It is passed.
