sentence,classification,prev2,prev1,next1,next2
"It's the Section 219, as I mentioned earlier, and Section 313.",i,So we have programs to help The Environmental Infrastructure Program.,there are two that Allegheny County as a whole has available to it.,The difference between the two is that Section 219 is more of a turnkey type program where a municipality would come to us and we would do the design or the construction.,Section 313 is remote.
The difference between the two is that Section 219 is more of a turnkey type program where a municipality would come to us and we would do the design or the construction.,i,there are two that Allegheny County as a whole has available to it.,"It's the Section 219, as I mentioned earlier, and Section 313.",Section 313 is remote.,"It's reimbursable, which that allows the local municipality or the utility to do the work, And then we would reimburse them a portion of that."
Section 313 is remote.,b,"It's the Section 219, as I mentioned earlier, and Section 313.",The difference between the two is that Section 219 is more of a turnkey type program where a municipality would come to us and we would do the design or the construction.,"It's reimbursable, which that allows the local municipality or the utility to do the work, And then we would reimburse them a portion of that.","Both of those programs are 75% federal contribution, And so what that means is for every dollar that an entity would spend, we would reimburse 75 cents of that."
"It's reimbursable, which that allows the local municipality or the utility to do the work, And then we would reimburse them a portion of that.",i,The difference between the two is that Section 219 is more of a turnkey type program where a municipality would come to us and we would do the design or the construction.,Section 313 is remote.,"Both of those programs are 75% federal contribution, And so what that means is for every dollar that an entity would spend, we would reimburse 75 cents of that.","We've worked with the Monn Water group, which is a four mile run, And so we've tried to put together a regional watershed group with watersheds of South Pittsburgh to discuss the different storm water issues in the city of Pittsburgh."
"Both of those programs are 75% federal contribution, And so what that means is for every dollar that an entity would spend, we would reimburse 75 cents of that.",i,Section 313 is remote.,"It's reimbursable, which that allows the local municipality or the utility to do the work, And then we would reimburse them a portion of that.","We've worked with the Monn Water group, which is a four mile run, And so we've tried to put together a regional watershed group with watersheds of South Pittsburgh to discuss the different storm water issues in the city of Pittsburgh.",We've moved that through with our planning assistance to states program.
"We've worked with the Monn Water group, which is a four mile run, And so we've tried to put together a regional watershed group with watersheds of South Pittsburgh to discuss the different storm water issues in the city of Pittsburgh.",b,"It's reimbursable, which that allows the local municipality or the utility to do the work, And then we would reimburse them a portion of that.","Both of those programs are 75% federal contribution, And so what that means is for every dollar that an entity would spend, we would reimburse 75 cents of that.",We've moved that through with our planning assistance to states program.,That's a technical assistance program.
We've moved that through with our planning assistance to states program.,i,"Both of those programs are 75% federal contribution, And so what that means is for every dollar that an entity would spend, we would reimburse 75 cents of that.","We've worked with the Monn Water group, which is a four mile run, And so we've tried to put together a regional watershed group with watersheds of South Pittsburgh to discuss the different storm water issues in the city of Pittsburgh.",That's a technical assistance program.,"We also have different cap authorities in the latest WERDA, and each of those are in the state, And the latest WERDA, WERDA 2024, which will help us deal with storm water, And it also, I believe, allows for reimbursement for what we would call a non-federal sponsor to do the project."
That's a technical assistance program.,i,"We've worked with the Monn Water group, which is a four mile run, And so we've tried to put together a regional watershed group with watersheds of South Pittsburgh to discuss the different storm water issues in the city of Pittsburgh.",We've moved that through with our planning assistance to states program.,"We also have different cap authorities in the latest WERDA, and each of those are in the state, And the latest WERDA, WERDA 2024, which will help us deal with storm water, And it also, I believe, allows for reimbursement for what we would call a non-federal sponsor to do the project.",So I think that we have a number of tools that would benefit entities looking to take advantage of them.
"We also have different cap authorities in the latest WERDA, and each of those are in the state, And the latest WERDA, WERDA 2024, which will help us deal with storm water, And it also, I believe, allows for reimbursement for what we would call a non-federal sponsor to do the project.",i,We've moved that through with our planning assistance to states program.,That's a technical assistance program.,So I think that we have a number of tools that would benefit entities looking to take advantage of them.,"So I mean, is that up to the Monn Water?"
So I think that we have a number of tools that would benefit entities looking to take advantage of them.,i,That's a technical assistance program.,"We also have different cap authorities in the latest WERDA, and each of those are in the state, And the latest WERDA, WERDA 2024, which will help us deal with storm water, And it also, I believe, allows for reimbursement for what we would call a non-federal sponsor to do the project.","So I mean, is that up to the Monn Water?",I mean the Monn Water project being a one person trying to start versus?
"So I mean, is that up to the Monn Water?",i,"We also have different cap authorities in the latest WERDA, and each of those are in the state, And the latest WERDA, WERDA 2024, which will help us deal with storm water, And it also, I believe, allows for reimbursement for what we would call a non-federal sponsor to do the project.",So I think that we have a number of tools that would benefit entities looking to take advantage of them.,I mean the Monn Water project being a one person trying to start versus?,so what can PWSA do?
I mean the Monn Water project being a one person trying to start versus?,b,So I think that we have a number of tools that would benefit entities looking to take advantage of them.,"So I mean, is that up to the Monn Water?",so what can PWSA do?,Because I don't wanna put this on the Monn Water project?
so what can PWSA do?,b,"So I mean, is that up to the Monn Water?",I mean the Monn Water project being a one person trying to start versus?,Because I don't wanna put this on the Monn Water project?,"Oh no, it's certainly not."
Because I don't wanna put this on the Monn Water project?,i,I mean the Monn Water project being a one person trying to start versus?,so what can PWSA do?,"Oh no, it's certainly not.",It is not their responsibility.
"Oh no, it's certainly not.",i,so what can PWSA do?,Because I don't wanna put this on the Monn Water project?,It is not their responsibility.,"I've just I made mention of that just to say that we're Sure, sure."
It is not their responsibility.,i,Because I don't wanna put this on the Monn Water project?,"Oh no, it's certainly not.","I've just I made mention of that just to say that we're Sure, sure.","no, I get it."
"I've just I made mention of that just to say that we're Sure, sure.",i,"Oh no, it's certainly not.",It is not their responsibility.,"no, I get it.","Okay, yeah, That person does a lot, Yes, that person does a lot."
"no, I get it.",i,It is not their responsibility.,"I've just I made mention of that just to say that we're Sure, sure.","Okay, yeah, That person does a lot, Yes, that person does a lot.","So it would simply be PWSA coming to the Corps of Engineers and putting in a letter of intent saying we'd like to partner with the Corps of Engineers and working with us to resolve this issue, And then we would be able to seek funding."
"Okay, yeah, That person does a lot, Yes, that person does a lot.",i,"I've just I made mention of that just to say that we're Sure, sure.","no, I get it.","So it would simply be PWSA coming to the Corps of Engineers and putting in a letter of intent saying we'd like to partner with the Corps of Engineers and working with us to resolve this issue, And then we would be able to seek funding.","I would recommend that the elected representatives be involved as well, just to let them know that the federal government is involved."
"So it would simply be PWSA coming to the Corps of Engineers and putting in a letter of intent saying we'd like to partner with the Corps of Engineers and working with us to resolve this issue, And then we would be able to seek funding.",i,"no, I get it.","Okay, yeah, That person does a lot, Yes, that person does a lot.","I would recommend that the elected representatives be involved as well, just to let them know that the federal government is involved.","While we have the programs available, the elected representatives are responsible for the funding."
"I would recommend that the elected representatives be involved as well, just to let them know that the federal government is involved.",i,"Okay, yeah, That person does a lot, Yes, that person does a lot.","So it would simply be PWSA coming to the Corps of Engineers and putting in a letter of intent saying we'd like to partner with the Corps of Engineers and working with us to resolve this issue, And then we would be able to seek funding.","While we have the programs available, the elected representatives are responsible for the funding.","The other question I have is: so PennDOT is also and we don't know yet what the project will entail, whether it's a rehabilitation or a replacement."
"While we have the programs available, the elected representatives are responsible for the funding.",i,"So it would simply be PWSA coming to the Corps of Engineers and putting in a letter of intent saying we'd like to partner with the Corps of Engineers and working with us to resolve this issue, And then we would be able to seek funding.","I would recommend that the elected representatives be involved as well, just to let them know that the federal government is involved.","The other question I have is: so PennDOT is also and we don't know yet what the project will entail, whether it's a rehabilitation or a replacement.","See, it's just the run."
"The other question I have is: so PennDOT is also and we don't know yet what the project will entail, whether it's a rehabilitation or a replacement.",i,"I would recommend that the elected representatives be involved as well, just to let them know that the federal government is involved.","While we have the programs available, the elected representatives are responsible for the funding.","See, it's just the run.","I mean, we just sort of get it from all sides."
"See, it's just the run.",i,"While we have the programs available, the elected representatives are responsible for the funding.","The other question I have is: so PennDOT is also and we don't know yet what the project will entail, whether it's a rehabilitation or a replacement.","I mean, we just sort of get it from all sides.","But 376 is crumbling and falling pieces of it are falling on the folks who live down in the run, but that's, of course, a major project."
"I mean, we just sort of get it from all sides.",i,"The other question I have is: so PennDOT is also and we don't know yet what the project will entail, whether it's a rehabilitation or a replacement.","See, it's just the run.","But 376 is crumbling and falling pieces of it are falling on the folks who live down in the run, but that's, of course, a major project.","So has there been any communication with PennDOT about ways that that project, which obviously you know lots and lots of money being put into that, could also help to address?"
"But 376 is crumbling and falling pieces of it are falling on the folks who live down in the run, but that's, of course, a major project.",b,"See, it's just the run.","I mean, we just sort of get it from all sides.","So has there been any communication with PennDOT about ways that that project, which obviously you know lots and lots of money being put into that, could also help to address?",The communication we've had with them has been through their public involvement sessions that they've held that have come.
"So has there been any communication with PennDOT about ways that that project, which obviously you know lots and lots of money being put into that, could also help to address?",i,"I mean, we just sort of get it from all sides.","But 376 is crumbling and falling pieces of it are falling on the folks who live down in the run, but that's, of course, a major project.",The communication we've had with them has been through their public involvement sessions that they've held that have come.,That's basically to the extent we've had it to now and they're still working through their preliminary design to get a sense of how much the flow rates are gonna change from what they had before.
The communication we've had with them has been through their public involvement sessions that they've held that have come.,i,"But 376 is crumbling and falling pieces of it are falling on the folks who live down in the run, but that's, of course, a major project.","So has there been any communication with PennDOT about ways that that project, which obviously you know lots and lots of money being put into that, could also help to address?",That's basically to the extent we've had it to now and they're still working through their preliminary design to get a sense of how much the flow rates are gonna change from what they had before.,"And that was the conversation, the extent of the conversation."
That's basically to the extent we've had it to now and they're still working through their preliminary design to get a sense of how much the flow rates are gonna change from what they had before.,i,"So has there been any communication with PennDOT about ways that that project, which obviously you know lots and lots of money being put into that, could also help to address?",The communication we've had with them has been through their public involvement sessions that they've held that have come.,"And that was the conversation, the extent of the conversation.","Last time we tried very early in the process to get them involved- this would have been 2021, 22."
"And that was the conversation, the extent of the conversation.",i,The communication we've had with them has been through their public involvement sessions that they've held that have come.,That's basically to the extent we've had it to now and they're still working through their preliminary design to get a sense of how much the flow rates are gonna change from what they had before.,"Last time we tried very early in the process to get them involved- this would have been 2021, 22.","having a meeting with them, The pushback from them was that they didn't have any money themselves."
"Last time we tried very early in the process to get them involved- this would have been 2021, 22.",i,That's basically to the extent we've had it to now and they're still working through their preliminary design to get a sense of how much the flow rates are gonna change from what they had before.,"And that was the conversation, the extent of the conversation.","having a meeting with them, The pushback from them was that they didn't have any money themselves.",They didn't have any money themselves to add to it.
"having a meeting with them, The pushback from them was that they didn't have any money themselves.",i,"And that was the conversation, the extent of the conversation.","Last time we tried very early in the process to get them involved- this would have been 2021, 22.",They didn't have any money themselves to add to it.,So that was their story at that time.
They didn't have any money themselves to add to it.,i,"Last time we tried very early in the process to get them involved- this would have been 2021, 22.","having a meeting with them, The pushback from them was that they didn't have any money themselves.",So that was their story at that time.,But now we're just looking to make sure if the flows are increasing in any way then it won't be a question of you don't have any monies.
So that was their story at that time.,i,"having a meeting with them, The pushback from them was that they didn't have any money themselves.",They didn't have any money themselves to add to it.,But now we're just looking to make sure if the flows are increasing in any way then it won't be a question of you don't have any monies.,how much can you actually work with us?
But now we're just looking to make sure if the flows are increasing in any way then it won't be a question of you don't have any monies.,i,They didn't have any money themselves to add to it.,So that was their story at that time.,how much can you actually work with us?,"I mean, I'm just sort of wondering even just the field, right, We call it the big Jim's field, It's called Four Mile Run Park, right, That is city, not all of it, but much of it is city property And that's sort of like the center of the lake that forms If there's anything that can be done even just under that."
how much can you actually work with us?,i,So that was their story at that time.,But now we're just looking to make sure if the flows are increasing in any way then it won't be a question of you don't have any monies.,"I mean, I'm just sort of wondering even just the field, right, We call it the big Jim's field, It's called Four Mile Run Park, right, That is city, not all of it, but much of it is city property And that's sort of like the center of the lake that forms If there's anything that can be done even just under that.","I mean, I know, you know I'm not trying to oversimplify things, but I mean there've been alternatives that have been considered before, but I think a lot of it just focused on the storm sewer for now, but it may be time to."
"I mean, I'm just sort of wondering even just the field, right, We call it the big Jim's field, It's called Four Mile Run Park, right, That is city, not all of it, but much of it is city property And that's sort of like the center of the lake that forms If there's anything that can be done even just under that.",b,But now we're just looking to make sure if the flows are increasing in any way then it won't be a question of you don't have any monies.,how much can you actually work with us?,"I mean, I know, you know I'm not trying to oversimplify things, but I mean there've been alternatives that have been considered before, but I think a lot of it just focused on the storm sewer for now, but it may be time to.",That's what I mean.
"I mean, I know, you know I'm not trying to oversimplify things, but I mean there've been alternatives that have been considered before, but I think a lot of it just focused on the storm sewer for now, but it may be time to.",i,how much can you actually work with us?,"I mean, I'm just sort of wondering even just the field, right, We call it the big Jim's field, It's called Four Mile Run Park, right, That is city, not all of it, but much of it is city property And that's sort of like the center of the lake that forms If there's anything that can be done even just under that.",That's what I mean.,I mean that's it.
That's what I mean.,i,"I mean, I'm just sort of wondering even just the field, right, We call it the big Jim's field, It's called Four Mile Run Park, right, That is city, not all of it, but much of it is city property And that's sort of like the center of the lake that forms If there's anything that can be done even just under that.","I mean, I know, you know I'm not trying to oversimplify things, but I mean there've been alternatives that have been considered before, but I think a lot of it just focused on the storm sewer for now, but it may be time to.",I mean that's it.,It's like: is there money to do So?
I mean that's it.,i,"I mean, I know, you know I'm not trying to oversimplify things, but I mean there've been alternatives that have been considered before, but I think a lot of it just focused on the storm sewer for now, but it may be time to.",That's what I mean.,It's like: is there money to do So?,"I, you know so 30, 40 million, whatever was moved to other projects, but is there money?"
It's like: is there money to do So?,i,That's what I mean.,I mean that's it.,"I, you know so 30, 40 million, whatever was moved to other projects, but is there money?",that can you know?
"I, you know so 30, 40 million, whatever was moved to other projects, but is there money?",i,I mean that's it.,It's like: is there money to do So?,that can you know?,"I mean, maybe, maybe, I don't know, just something that when the water, or should the water start coming up out of you know, when the storm drains blow off, can we put something on the sides of the?"
that can you know?,i,It's like: is there money to do So?,"I, you know so 30, 40 million, whatever was moved to other projects, but is there money?","I mean, maybe, maybe, I don't know, just something that when the water, or should the water start coming up out of you know, when the storm drains blow off, can we put something on the sides of the?","I mean again, I'm not the engineer, right, But so that water does not just rise and create a lake."
"I mean, maybe, maybe, I don't know, just something that when the water, or should the water start coming up out of you know, when the storm drains blow off, can we put something on the sides of the?",i,"I, you know so 30, 40 million, whatever was moved to other projects, but is there money?",that can you know?,"I mean again, I'm not the engineer, right, But so that water does not just rise and create a lake.",That's right.
"I mean again, I'm not the engineer, right, But so that water does not just rise and create a lake.",i,that can you know?,"I mean, maybe, maybe, I don't know, just something that when the water, or should the water start coming up out of you know, when the storm drains blow off, can we put something on the sides of the?",That's right.,"Anyway, I just so."
That's right.,i,"I mean, maybe, maybe, I don't know, just something that when the water, or should the water start coming up out of you know, when the storm drains blow off, can we put something on the sides of the?","I mean again, I'm not the engineer, right, But so that water does not just rise and create a lake.","Anyway, I just so.","you know, there's definitely frustration And I know that and I appreciate that you all are gonna come down to the run."
"Anyway, I just so.",i,"I mean again, I'm not the engineer, right, But so that water does not just rise and create a lake.",That's right.,"you know, there's definitely frustration And I know that and I appreciate that you all are gonna come down to the run.","It's not gonna be a fun meeting for anybody, But I would, I guess, my, you know, all I can do is ask questions, unfortunately."
"you know, there's definitely frustration And I know that and I appreciate that you all are gonna come down to the run.",i,That's right.,"Anyway, I just so.","It's not gonna be a fun meeting for anybody, But I would, I guess, my, you know, all I can do is ask questions, unfortunately.",I wish that there was more that I could do.
"It's not gonna be a fun meeting for anybody, But I would, I guess, my, you know, all I can do is ask questions, unfortunately.",i,"Anyway, I just so.","you know, there's definitely frustration And I know that and I appreciate that you all are gonna come down to the run.",I wish that there was more that I could do.,I guess I can reach out.
I wish that there was more that I could do.,i,"you know, there's definitely frustration And I know that and I appreciate that you all are gonna come down to the run.","It's not gonna be a fun meeting for anybody, But I would, I guess, my, you know, all I can do is ask questions, unfortunately.",I guess I can reach out.,you know I have a board member here.
I guess I can reach out.,i,"It's not gonna be a fun meeting for anybody, But I would, I guess, my, you know, all I can do is ask questions, unfortunately.",I wish that there was more that I could do.,you know I have a board member here.,"I would like to see some of this money, I mean, you know, money that was moved to go back to doing something rather than nothing."
you know I have a board member here.,i,I wish that there was more that I could do.,I guess I can reach out.,"I would like to see some of this money, I mean, you know, money that was moved to go back to doing something rather than nothing.","right, Because that just doesn't feel, it doesn't feel fair And it doesn't feel right."
"I would like to see some of this money, I mean, you know, money that was moved to go back to doing something rather than nothing.",i,I guess I can reach out.,you know I have a board member here.,"right, Because that just doesn't feel, it doesn't feel fair And it doesn't feel right.","right, Like you know, this is a neighborhood And hopefully you know we don't have."
"right, Because that just doesn't feel, it doesn't feel fair And it doesn't feel right.",i,you know I have a board member here.,"I would like to see some of this money, I mean, you know, money that was moved to go back to doing something rather than nothing.","right, Like you know, this is a neighborhood And hopefully you know we don't have.","but also, I would like you know, my recommendation would be, before you come to the neighborhood, before you come and sort of have this conversation without answers, with the community to do some of these things right, Like run your model, Like does, has- I mean, that's what I've been sort of wondering this whole time- Has the, does the M-29 did that kind of fix it right?"
"right, Like you know, this is a neighborhood And hopefully you know we don't have.",i,"I would like to see some of this money, I mean, you know, money that was moved to go back to doing something rather than nothing.","right, Because that just doesn't feel, it doesn't feel fair And it doesn't feel right.","but also, I would like you know, my recommendation would be, before you come to the neighborhood, before you come and sort of have this conversation without answers, with the community to do some of these things right, Like run your model, Like does, has- I mean, that's what I've been sort of wondering this whole time- Has the, does the M-29 did that kind of fix it right?",Is that part of it?
"but also, I would like you know, my recommendation would be, before you come to the neighborhood, before you come and sort of have this conversation without answers, with the community to do some of these things right, Like run your model, Like does, has- I mean, that's what I've been sort of wondering this whole time- Has the, does the M-29 did that kind of fix it right?",i,"right, Because that just doesn't feel, it doesn't feel fair And it doesn't feel right.","right, Like you know, this is a neighborhood And hopefully you know we don't have.",Is that part of it?,Or is it just that we haven't had the rain?
Is that part of it?,i,"right, Like you know, this is a neighborhood And hopefully you know we don't have.","but also, I would like you know, my recommendation would be, before you come to the neighborhood, before you come and sort of have this conversation without answers, with the community to do some of these things right, Like run your model, Like does, has- I mean, that's what I've been sort of wondering this whole time- Has the, does the M-29 did that kind of fix it right?",Or is it just that we haven't had the rain?,That's absolutely the intention.
Or is it just that we haven't had the rain?,i,"but also, I would like you know, my recommendation would be, before you come to the neighborhood, before you come and sort of have this conversation without answers, with the community to do some of these things right, Like run your model, Like does, has- I mean, that's what I've been sort of wondering this whole time- Has the, does the M-29 did that kind of fix it right?",Is that part of it?,That's absolutely the intention.,That's the intention for the public meeting.
That's absolutely the intention.,i,Is that part of it?,Or is it just that we haven't had the rain?,That's the intention for the public meeting.,"Yeah, To have that resolved first before."
That's the intention for the public meeting.,i,Or is it just that we haven't had the rain?,That's absolutely the intention.,"Yeah, To have that resolved first before.","And also acknowledge, you know, and maybe come with some idea, because you know, again, the mud and that is not sewage overflow, That's just mud coming down from Shenley Park."
"Yeah, To have that resolved first before.",i,That's absolutely the intention.,That's the intention for the public meeting.,"And also acknowledge, you know, and maybe come with some idea, because you know, again, the mud and that is not sewage overflow, That's just mud coming down from Shenley Park.",And we have houses along Naylor.
"And also acknowledge, you know, and maybe come with some idea, because you know, again, the mud and that is not sewage overflow, That's just mud coming down from Shenley Park.",i,That's the intention for the public meeting.,"Yeah, To have that resolved first before.",And we have houses along Naylor.,"I mean, I know for a fact that some of the residents, or at least one of the residents on Naylor, has filed a claim with the city of Pittsburgh because of all the debris and whatnot that comes down into their, onto their property and is ruining their basement just constantly out of Shenley Park, right, Because Naylor's right on the back there."
And we have houses along Naylor.,i,"Yeah, To have that resolved first before.","And also acknowledge, you know, and maybe come with some idea, because you know, again, the mud and that is not sewage overflow, That's just mud coming down from Shenley Park.","I mean, I know for a fact that some of the residents, or at least one of the residents on Naylor, has filed a claim with the city of Pittsburgh because of all the debris and whatnot that comes down into their, onto their property and is ruining their basement just constantly out of Shenley Park, right, Because Naylor's right on the back there.","So you know, come with some type of solutions for that."
"I mean, I know for a fact that some of the residents, or at least one of the residents on Naylor, has filed a claim with the city of Pittsburgh because of all the debris and whatnot that comes down into their, onto their property and is ruining their basement just constantly out of Shenley Park, right, Because Naylor's right on the back there.",i,"And also acknowledge, you know, and maybe come with some idea, because you know, again, the mud and that is not sewage overflow, That's just mud coming down from Shenley Park.",And we have houses along Naylor.,"So you know, come with some type of solutions for that.",We have lots of that's.
"So you know, come with some type of solutions for that.",i,And we have houses along Naylor.,"I mean, I know for a fact that some of the residents, or at least one of the residents on Naylor, has filed a claim with the city of Pittsburgh because of all the debris and whatnot that comes down into their, onto their property and is ruining their basement just constantly out of Shenley Park, right, Because Naylor's right on the back there.",We have lots of that's.,"the thing about the run is we have all I mean in terms of green infrastructure, and I don't know, you know, I know that."
We have lots of that's.,i,"I mean, I know for a fact that some of the residents, or at least one of the residents on Naylor, has filed a claim with the city of Pittsburgh because of all the debris and whatnot that comes down into their, onto their property and is ruining their basement just constantly out of Shenley Park, right, Because Naylor's right on the back there.","So you know, come with some type of solutions for that.","the thing about the run is we have all I mean in terms of green infrastructure, and I don't know, you know, I know that.","you know, maybe green infrastructure isn't as effective as everyone wishes that it were, I don't know."
"the thing about the run is we have all I mean in terms of green infrastructure, and I don't know, you know, I know that.",i,"So you know, come with some type of solutions for that.",We have lots of that's.,"you know, maybe green infrastructure isn't as effective as everyone wishes that it were, I don't know.","But we have lots of places in the run where there's just a big wide area with nothing in it, right."
"you know, maybe green infrastructure isn't as effective as everyone wishes that it were, I don't know.",i,We have lots of that's.,"the thing about the run is we have all I mean in terms of green infrastructure, and I don't know, you know, I know that.","But we have lots of places in the run where there's just a big wide area with nothing in it, right.","So, and you know, and we have streets and whatever, We don't have major parking issues on our main streets, you know."
"But we have lots of places in the run where there's just a big wide area with nothing in it, right.",i,"the thing about the run is we have all I mean in terms of green infrastructure, and I don't know, you know, I know that.","you know, maybe green infrastructure isn't as effective as everyone wishes that it were, I don't know.","So, and you know, and we have streets and whatever, We don't have major parking issues on our main streets, you know.","so just to come with some ideas to the community, I mean, I would love for you to come to the community and say we voted to give the money back and we're just gonna do the flood mitigation project, But not if the you know not if the M29 did the trick, Right?"
"So, and you know, and we have streets and whatever, We don't have major parking issues on our main streets, you know.",i,"you know, maybe green infrastructure isn't as effective as everyone wishes that it were, I don't know.","But we have lots of places in the run where there's just a big wide area with nothing in it, right.","so just to come with some ideas to the community, I mean, I would love for you to come to the community and say we voted to give the money back and we're just gonna do the flood mitigation project, But not if the you know not if the M29 did the trick, Right?","Yeah, Oh, yeah, You know not if the big Alka-San, what's it called?"
"so just to come with some ideas to the community, I mean, I would love for you to come to the community and say we voted to give the money back and we're just gonna do the flood mitigation project, But not if the you know not if the M29 did the trick, Right?",i,"But we have lots of places in the run where there's just a big wide area with nothing in it, right.","So, and you know, and we have streets and whatever, We don't have major parking issues on our main streets, you know.","Yeah, Oh, yeah, You know not if the big Alka-San, what's it called?","It was the big dig in Boston, I think, was it?"
"Yeah, Oh, yeah, You know not if the big Alka-San, what's it called?",i,"So, and you know, and we have streets and whatever, We don't have major parking issues on our main streets, you know.","so just to come with some ideas to the community, I mean, I would love for you to come to the community and say we voted to give the money back and we're just gonna do the flood mitigation project, But not if the you know not if the M29 did the trick, Right?","It was the big dig in Boston, I think, was it?",what are we calling it?
"It was the big dig in Boston, I think, was it?",i,"so just to come with some ideas to the community, I mean, I would love for you to come to the community and say we voted to give the money back and we're just gonna do the flood mitigation project, But not if the you know not if the M29 did the trick, Right?","Yeah, Oh, yeah, You know not if the big Alka-San, what's it called?",what are we calling it?,"Tunnels, Whatever the right?"
what are we calling it?,i,"Yeah, Oh, yeah, You know not if the big Alka-San, what's it called?","It was the big dig in Boston, I think, was it?","Tunnels, Whatever the right?","Yeah, I mean again, anyway, I just if there's anything else that anyone, any last thoughts I mean, other than the analysis that we're talking about making sure to have those runs, and then the questions that you've, provided that we have a sense of what those answers will be before the community meeting."
"Tunnels, Whatever the right?",i,"It was the big dig in Boston, I think, was it?",what are we calling it?,"Yeah, I mean again, anyway, I just if there's anything else that anyone, any last thoughts I mean, other than the analysis that we're talking about making sure to have those runs, and then the questions that you've, provided that we have a sense of what those answers will be before the community meeting.","Yeah, That, from our side of it too, that was part of the hope of this, to get some of that early warning."
"Yeah, I mean again, anyway, I just if there's anything else that anyone, any last thoughts I mean, other than the analysis that we're talking about making sure to have those runs, and then the questions that you've, provided that we have a sense of what those answers will be before the community meeting.",i,what are we calling it?,"Tunnels, Whatever the right?","Yeah, That, from our side of it too, that was part of the hope of this, to get some of that early warning.","Yeah, I mean just cause they will, you know, I mean just to keep in mind."
"Yeah, That, from our side of it too, that was part of the hope of this, to get some of that early warning.",i,"Tunnels, Whatever the right?","Yeah, I mean again, anyway, I just if there's anything else that anyone, any last thoughts I mean, other than the analysis that we're talking about making sure to have those runs, and then the questions that you've, provided that we have a sense of what those answers will be before the community meeting.","Yeah, I mean just cause they will, you know, I mean just to keep in mind.","you know, around the city we've got, you know, we've got little intersections in Squirrel Hill and Point Breeze that have like full on stormwater management on just a tiny little intersection right, Like storm."
"Yeah, I mean just cause they will, you know, I mean just to keep in mind.",i,"Yeah, I mean again, anyway, I just if there's anything else that anyone, any last thoughts I mean, other than the analysis that we're talking about making sure to have those runs, and then the questions that you've, provided that we have a sense of what those answers will be before the community meeting.","Yeah, That, from our side of it too, that was part of the hope of this, to get some of that early warning.","you know, around the city we've got, you know, we've got little intersections in Squirrel Hill and Point Breeze that have like full on stormwater management on just a tiny little intersection right, Like storm.","It looks like a million dollars infrastructure, maybe, you know, maybe three quarters of a million dollars of infrastructure, just on one little, one tiny little cross street right, But the run has giant flooding and they have nothing."
"you know, around the city we've got, you know, we've got little intersections in Squirrel Hill and Point Breeze that have like full on stormwater management on just a tiny little intersection right, Like storm.",i,"Yeah, That, from our side of it too, that was part of the hope of this, to get some of that early warning.","Yeah, I mean just cause they will, you know, I mean just to keep in mind.","It looks like a million dollars infrastructure, maybe, you know, maybe three quarters of a million dollars of infrastructure, just on one little, one tiny little cross street right, But the run has giant flooding and they have nothing.","So, anyway, I'll leave it at that."
"It looks like a million dollars infrastructure, maybe, you know, maybe three quarters of a million dollars of infrastructure, just on one little, one tiny little cross street right, But the run has giant flooding and they have nothing.",i,"Yeah, I mean just cause they will, you know, I mean just to keep in mind.","you know, around the city we've got, you know, we've got little intersections in Squirrel Hill and Point Breeze that have like full on stormwater management on just a tiny little intersection right, Like storm.","So, anyway, I'll leave it at that.","Yes, Thank you."
"So, anyway, I'll leave it at that.",i,"you know, around the city we've got, you know, we've got little intersections in Squirrel Hill and Point Breeze that have like full on stormwater management on just a tiny little intersection right, Like storm.","It looks like a million dollars infrastructure, maybe, you know, maybe three quarters of a million dollars of infrastructure, just on one little, one tiny little cross street right, But the run has giant flooding and they have nothing.","Yes, Thank you.","Well, I want to thank everyone for being here today And I, as a as a member of the board of Pittsburgh Water, I have been party to the conversations that and the extreme heartburn that has taken place when asking these exact same questions."
"Yes, Thank you.",i,"It looks like a million dollars infrastructure, maybe, you know, maybe three quarters of a million dollars of infrastructure, just on one little, one tiny little cross street right, But the run has giant flooding and they have nothing.","So, anyway, I'll leave it at that.","Well, I want to thank everyone for being here today And I, as a as a member of the board of Pittsburgh Water, I have been party to the conversations that and the extreme heartburn that has taken place when asking these exact same questions.",Can't we?
"Well, I want to thank everyone for being here today And I, as a as a member of the board of Pittsburgh Water, I have been party to the conversations that and the extreme heartburn that has taken place when asking these exact same questions.",b,"So, anyway, I'll leave it at that.","Yes, Thank you.",Can't we?,"you know, this has been a perennial issue."
Can't we?,i,"Yes, Thank you.","Well, I want to thank everyone for being here today And I, as a as a member of the board of Pittsburgh Water, I have been party to the conversations that and the extreme heartburn that has taken place when asking these exact same questions.","you know, this has been a perennial issue.",Residents in the run have suffered.
"you know, this has been a perennial issue.",i,"Well, I want to thank everyone for being here today And I, as a as a member of the board of Pittsburgh Water, I have been party to the conversations that and the extreme heartburn that has taken place when asking these exact same questions.",Can't we?,Residents in the run have suffered.,Is there anything that can be done?
Residents in the run have suffered.,p,Can't we?,"you know, this has been a perennial issue.",Is there anything that can be done?,"And it's, it's, it's, it's, it's just a lose-lose situation when you have, when you're, when you're faced up against decades, nearly a century of disinvestment, You're, you have to make hard decisions when there are mandates to either repair our single point of failure infrastructure- our ABC project, Aspen Wall, Brecken and Clear Wall Project right, Which serves, like the entire customer base of Pittsburgh Water- Or other projects that residents in the run, residents in these other storm water project areas, have been waiting for for for years and years and years."
